id,odor,gill-attachment,ring-number,ring-type
7710,m,a,n,n
7711,n,a,o,p
7712,s,f,o,e
7713,n,f,t,p
7714,f,f,o,e
7715,m,f,n,n
7716,s,f,o,e
7717,n,a,o,p
7718,n,f,t,p
7719,s,f,o,e
7720,y,f,o,e
7721,n,f,t,p
7722,n,f,t,p
7723,s,f,o,e
7724,n,a,o,p
7725,n,f,t,p
7726,n,f,t,p
7727,y,f,o,e
7728,m,a,n,n
7729,s,f,o,e
7730,n,a,o,p
7731,f,f,o,e
7732,s,f,o,e
7733,y,f,o,e
7734,s,f,o,e
7735,f,f,o,e
7736,f,f,o,e
7737,n,f,t,p
7738,n,a,o,p
7739,s,f,o,e
7740,n,f,o,e
7741,n,f,t,p
7742,n,a,o,p
7743,s,f,o,e
7744,n,f,t,p
7745,n,f,t,p
7746,n,a,o,p
7747,n,f,t,p
7748,n,f,t,p
7749,n,f,t,p
7750,n,f,t,p
7751,f,f,o,e
7752,s,f,o,e
7753,n,f,t,p
7754,n,f,t,p
7755,f,f,o,e
7756,s,f,o,e
7757,f,f,o,e
7758,f,f,o,e
7759,s,f,o,e
7760,n,a,o,p
7761,s,f,o,e
7762,n,f,t,p
7763,n,a,o,p
7764,n,f,t,p
7765,s,f,o,e
7766,n,a,o,p
7767,f,f,o,e
7768,f,f,o,e
7769,s,f,o,e
7770,n,f,t,p
7771,f,f,o,e
7772,s,f,o,e
7773,n,f,t,p
7774,y,f,o,e
7775,y,f,o,e
7776,f,f,o,e
7777,n,f,t,p
7778,n,f,t,p
7779,s,f,o,e
7780,n,f,t,p
7781,y,f,o,e
7782,s,f,o,e
7783,n,a,o,p
7784,n,f,t,p
7785,f,f,o,e
7786,s,f,o,e
7787,f,f,o,e
7788,f,f,o,e
7789,n,a,o,p
7790,y,f,o,e
7791,n,f,t,p
7792,n,a,o,p
7793,s,f,o,e
7794,y,f,o,e
7795,s,f,o,e
7796,n,f,t,p
7797,y,f,o,e
7798,n,f,t,p
7799,s,f,o,e
7800,s,f,o,e
7801,s,f,o,e
7802,m,a,n,n
7803,s,f,o,e
7804,n,f,t,p
7805,y,f,o,e
7806,m,f,n,n
7807,y,f,o,e
7808,n,a,o,p
7809,s,f,o,e
7810,n,f,t,p
7811,n,f,t,p
7812,n,a,o,p
7813,s,f,o,e
7814,n,a,o,p
7815,n,f,t,p
7816,s,f,o,e
7817,y,f,o,e
7818,n,f,t,p
7819,n,f,t,p
7820,f,f,o,e
7821,m,f,n,n
7822,f,f,o,e
7823,f,f,o,e
7824,n,f,t,p
7825,f,f,o,e
7826,n,a,o,p
7827,s,f,o,e
7828,s,f,o,e
7829,n,a,o,p
7830,n,a,o,p
7831,n,f,t,p
7832,n,a,o,p
7833,y,f,o,e
7834,n,a,o,p
7835,n,a,o,p
7836,y,f,o,e
7837,n,a,o,p
7838,f,f,o,e
7839,n,f,t,p
7840,y,f,o,e
7841,n,a,o,p
7842,s,f,o,e
7843,n,f,t,p
7844,n,f,t,p
7845,n,a,o,p
7846,n,a,o,p
7847,y,f,o,e
7848,n,f,t,p
7849,f,f,o,e
7850,s,f,o,e
7851,f,f,o,e
7852,f,f,o,e
7853,s,f,o,e
7854,s,f,o,e
7855,n,f,t,p
7856,s,f,o,e
7857,y,f,o,e
7858,s,f,o,e
7859,n,f,t,p
7860,n,a,o,p
7861,n,f,t,p
7862,f,f,o,e
7863,f,f,o,e
7864,s,f,o,e
7865,f,f,o,e
7866,f,f,o,e
7867,n,a,o,p
7868,n,f,t,p
7869,f,f,o,e
7870,f,f,o,e
7871,n,f,t,p
7872,n,a,o,p
7873,n,f,t,p
7874,s,f,o,e
7875,f,f,o,e
7876,y,f,o,e
7877,y,f,o,e
7878,s,f,o,e
7879,n,a,o,p
7880,f,f,o,e
7881,s,f,o,e
7882,f,f,o,e
7883,n,f,t,p
7884,y,f,o,e
7885,y,f,o,e
7886,f,f,o,e
7887,n,a,o,p
7888,n,f,t,p
7889,s,f,o,e
7890,s,f,o,e
7891,n,f,t,p
7892,s,f,o,e
7893,y,f,o,e
7894,n,a,o,p
7895,n,f,t,p
7896,n,f,t,p
7897,y,f,o,e
7898,s,f,o,e
7899,n,f,t,p
7900,y,f,o,e
7901,n,f,t,p
7902,s,f,o,e
7903,y,f,o,e
7904,f,f,o,e
7905,n,f,t,p
7906,n,a,o,p
7907,f,f,o,e
7908,n,f,t,p
7909,f,f,o,e
7910,n,f,t,p
7911,m,a,n,n
7912,n,a,o,p
7913,n,f,t,p
7914,n,a,o,p
7915,f,f,o,e
7916,n,a,o,p
7917,n,f,t,p
7918,f,f,o,e
7919,n,f,t,p
7920,n,f,t,p
7921,f,f,o,e
7922,n,f,t,p
7923,n,a,o,p
7924,f,f,o,e
7925,y,f,o,e
7926,s,f,o,e
7927,s,f,o,e
7928,n,a,o,p
7929,s,f,o,e
7930,n,f,t,p
7931,f,f,o,e
7932,n,f,t,p
7933,s,f,o,e
7934,n,f,t,p
7935,f,f,o,e
7936,y,f,o,e
7937,f,f,o,e
7938,n,a,o,p
7939,n,f,t,p
7940,n,a,o,p
7941,n,f,t,p
7942,m,a,n,n
7943,y,f,o,e
7944,f,f,o,e
7945,n,a,o,p
7946,n,a,o,p
7947,n,f,t,p
7948,s,f,o,e
7949,y,f,o,e
7950,s,f,o,e
7951,y,f,o,e
7952,f,f,o,e
7953,n,f,t,p
7954,n,a,o,p
7955,n,f,t,p
7956,n,f,t,p
7957,n,a,o,p
7958,n,a,o,p
7959,n,f,t,p
7960,f,f,o,e
7961,n,f,t,p
7962,y,f,o,e
7963,y,f,o,e
7964,f,f,o,e
7965,n,a,o,p
7966,n,f,t,p
7967,n,f,t,p
7968,f,f,o,e
7969,f,f,o,e
7970,y,f,o,e
7971,n,a,o,p
7972,n,a,o,p
7973,n,f,t,p
7974,f,f,o,e
7975,n,f,t,p
7976,n,f,t,p
7977,n,f,t,p
7978,n,a,o,p
7979,s,f,o,e
7980,n,a,o,p
7981,f,f,o,e
7982,m,a,n,n
7983,y,f,o,e
7984,n,f,t,p
7985,n,f,t,p
7986,n,a,o,p
7987,n,f,t,p
7988,f,f,o,e
7989,n,a,o,p
7990,y,f,o,e
7991,f,f,o,e
7992,n,f,t,p
7993,f,f,o,e
7994,n,f,t,p
7995,n,a,o,p
7996,y,f,o,e
7997,n,a,o,p
7998,y,f,o,e
7999,s,f,o,e
8000,n,a,o,p
8001,n,a,o,p
8002,n,f,t,p
8003,n,f,t,p
8004,n,a,o,p
8005,f,f,o,e
8006,s,f,o,e
8007,y,f,o,e
8008,f,f,o,e
8009,f,f,o,e
8010,n,a,o,p
8011,n,a,o,p
8012,n,a,o,p
8013,s,f,o,e
8014,n,a,o,p
8015,n,f,t,p
8016,n,f,t,p
8017,s,f,o,e
8018,n,f,t,p
8019,n,f,t,p
8020,n,f,t,p
8021,y,f,o,e
8022,y,f,o,e
8023,y,f,o,e
8024,y,f,o,e
8025,f,f,o,e
8026,n,a,o,p
8027,n,a,o,p
8028,f,f,o,e
8029,f,f,o,e
8030,n,f,t,p
8031,n,f,t,p
8032,f,f,o,e
8033,f,f,o,e
8034,f,f,o,e
8035,n,a,o,p
8036,n,f,t,p
8037,n,a,o,p
8038,y,f,o,e
8039,n,f,t,p
8040,f,f,o,e
8041,n,a,o,p
8042,y,f,o,e
8043,n,a,o,p
8044,n,a,o,p
8045,n,a,o,p
8046,y,f,o,e
8047,n,f,t,p
8048,y,f,o,e
8049,y,f,o,e
8050,f,f,o,e
8051,s,f,o,e
8052,n,f,t,p
8053,n,a,o,p
8054,f,f,o,e
8055,n,a,o,p
8056,n,f,t,p
8057,n,a,o,p
8058,n,a,o,p
8059,s,f,o,e
8060,f,f,o,e
8061,s,f,o,e
8062,s,f,o,e
8063,y,f,o,e
8064,n,f,t,p
8065,f,f,o,e
8066,n,a,o,p
8067,f,f,o,e
8068,n,a,o,p
8069,n,a,o,p
8070,n,a,o,p
8071,s,f,o,e
8072,n,a,o,p
8073,f,f,o,e
8074,n,a,o,p
8075,n,f,t,p
8076,n,a,o,p
8077,n,a,o,p
8078,n,a,o,p
8079,n,f,t,p
8080,f,f,o,e
8081,s,f,o,e
8082,f,f,o,e
8083,s,f,o,e
8084,y,f,o,e
8085,n,f,t,p
8086,n,f,t,p
8087,n,a,o,p
8088,f,f,o,e
8089,n,a,o,p
8090,f,f,o,e
8091,f,f,o,e
8092,f,f,o,e
8093,y,f,o,e
8094,y,f,o,e
8095,n,f,t,p
8096,m,f,n,n
8097,n,f,t,p
8098,s,f,o,e
8099,y,f,o,e
8100,n,f,t,p
8101,n,a,o,p
8102,s,f,o,e
8103,n,a,o,p
8104,n,a,o,p
8105,n,a,o,p
8106,n,a,o,p
8107,n,a,o,p
8108,n,a,o,p
8109,y,f,o,e
8110,n,f,t,p
8111,n,a,o,p
8112,n,f,t,p
8113,n,a,o,p
8114,y,f,o,e
8115,m,a,n,n
8116,n,a,o,p
8117,s,f,o,e
8118,y,f,o,e
8119,f,f,o,e
8120,n,a,o,p
8121,n,a,o,p
8122,n,a,o,p
8123,y,f,o,e
8124,n,a,o,p
