id,cap-shape,cap-surface,odor,gill-attachment,gill-spacing,stalk-surface-below-ring,veil-type,ring-number,ring-type,population
4757,x,f,f,f,c,k,p,o,l,v
4758,f,y,f,f,c,k,p,o,l,v
4759,f,y,f,f,c,k,p,o,l,v
4760,x,y,f,f,c,k,p,o,l,y
4761,f,f,f,f,c,k,p,o,l,y
4762,x,y,f,f,c,k,p,o,l,v
4763,x,y,f,f,c,k,p,o,l,y
4764,x,y,f,f,c,k,p,o,l,v
4765,x,y,f,f,c,k,p,o,l,y
4766,x,f,f,f,c,k,p,o,l,v
4767,x,y,f,f,c,k,p,o,l,y
4768,f,f,f,f,c,k,p,o,l,y
4769,f,f,f,f,c,k,p,o,l,v
4770,x,y,f,f,c,k,p,o,l,v
4771,x,f,f,f,c,k,p,o,l,v
4772,x,y,f,f,c,k,p,o,l,y
4773,f,f,f,f,c,k,p,o,l,v
4774,x,y,f,f,c,k,p,o,l,v
4775,x,f,f,f,c,k,p,o,l,v
4776,f,y,f,f,c,k,p,o,l,y
4777,f,f,f,f,c,k,p,o,l,v
4778,x,s,n,f,c,s,p,t,e,c
4779,f,f,f,f,c,k,p,o,l,v
4780,x,s,c,f,w,s,p,o,p,v
4781,x,f,f,f,c,k,p,o,l,y
4782,f,f,f,f,c,k,p,o,l,y
4783,x,f,f,f,c,k,p,o,l,y
4784,f,f,n,f,c,s,p,o,p,y
4785,x,y,f,f,c,k,p,o,l,v
4786,x,f,f,f,c,k,p,o,l,y
4787,f,y,f,f,c,k,p,o,l,v
4788,f,f,f,f,c,k,p,o,l,y
4789,f,y,n,f,c,s,p,o,p,v
4790,x,y,f,f,c,k,p,o,l,y
4791,f,f,f,f,c,k,p,o,l,v
4792,x,y,f,f,c,k,p,o,l,v
4793,f,f,f,f,c,k,p,o,l,y
4794,f,y,f,f,c,k,p,o,l,y
4795,f,y,f,f,c,k,p,o,l,v
4796,f,f,f,f,c,k,p,o,l,v
4797,x,y,f,f,c,k,p,o,l,y
4798,f,y,f,f,c,k,p,o,l,y
4799,x,y,f,f,c,k,p,o,l,y
4800,f,f,n,f,c,s,p,o,p,y
4801,x,s,f,f,c,s,p,o,p,s
4802,x,y,f,f,c,k,p,o,e,v
4803,f,s,f,f,c,f,p,o,p,v
4804,f,y,f,f,c,k,p,o,l,y
4805,f,y,f,f,c,k,p,o,l,v
4806,f,y,f,f,c,k,p,o,l,v
4807,f,y,n,f,c,s,p,t,e,c
4808,f,y,f,f,c,k,p,o,l,v
4809,x,f,f,f,c,k,p,o,l,v
4810,f,f,f,f,c,k,p,o,l,y
4811,x,y,f,f,c,k,p,o,l,y
4812,f,f,f,f,c,k,p,o,l,y
4813,f,y,n,f,c,s,p,t,e,c
4814,f,y,f,f,c,k,p,o,l,v
4815,k,f,n,f,c,y,p,o,e,v
4816,f,f,f,f,c,k,p,o,l,v
4817,f,f,f,f,c,k,p,o,l,v
4818,x,y,s,f,c,k,p,o,e,v
4819,f,f,f,f,c,k,p,o,l,v
4820,f,f,f,f,c,k,p,o,l,y
4821,f,s,f,f,c,f,p,o,p,v
4822,f,f,f,f,c,k,p,o,l,v
4823,x,y,f,f,c,k,p,o,l,y
4824,x,f,f,f,c,k,p,o,l,y
4825,x,y,n,f,c,s,p,t,e,c
4826,f,y,f,f,c,k,p,o,l,v
4827,b,f,n,f,c,y,p,o,e,v
4828,f,y,f,f,c,k,p,o,l,v
4829,x,s,f,f,c,f,p,o,p,s
4830,f,y,f,f,c,k,p,o,l,v
4831,f,f,f,f,c,k,p,o,l,v
4832,k,y,n,f,c,s,p,t,e,c
4833,f,f,f,f,c,k,p,o,l,v
4834,f,f,f,f,c,k,p,o,l,v
4835,k,y,n,f,w,s,p,o,e,v
4836,x,s,c,f,c,s,p,o,p,v
4837,x,f,f,f,c,k,p,o,l,y
4838,x,f,f,f,c,k,p,o,l,v
4839,x,f,f,f,c,k,p,o,l,y
4840,f,y,f,f,c,k,p,o,l,v
4841,b,s,n,f,c,s,p,t,p,v
4842,x,s,f,f,c,f,p,o,p,v
4843,f,y,n,f,c,s,p,o,p,y
4844,b,s,n,f,c,s,p,t,p,v
4845,f,y,n,f,c,s,p,t,e,c
4846,x,s,f,f,c,f,p,o,p,v
4847,k,y,n,f,c,s,p,t,e,c
4848,x,y,f,f,c,k,p,o,l,y
4849,f,s,f,f,c,s,p,o,p,v
4850,f,y,f,f,c,k,p,o,l,v
4851,x,y,f,f,c,k,p,o,l,v
4852,x,y,f,f,c,k,p,o,l,v
4853,x,f,f,f,c,k,p,o,l,y
4854,x,y,f,f,c,k,p,o,l,v
4855,x,y,f,f,c,k,p,o,l,y
4856,x,f,f,f,c,k,p,o,l,y
4857,x,y,f,f,c,k,p,o,l,y
4858,f,f,f,f,c,k,p,o,l,v
4859,k,s,n,f,c,s,p,t,e,c
4860,f,y,n,f,c,s,p,t,e,c
4861,f,s,n,f,c,s,p,t,e,c
4862,x,y,f,f,c,k,p,o,l,v
4863,f,f,n,f,c,s,p,o,p,v
4864,f,f,f,f,c,k,p,o,l,y
4865,f,y,f,f,c,k,p,o,l,y
4866,x,s,f,f,c,f,p,o,p,v
4867,f,f,f,f,c,k,p,o,l,v
4868,x,f,f,f,c,k,p,o,l,y
4869,f,f,f,f,c,k,p,o,l,v
4870,x,y,f,f,c,k,p,o,e,v
4871,f,f,f,f,c,k,p,o,l,v
4872,f,y,n,f,c,s,p,t,e,c
4873,f,y,n,f,c,s,p,o,p,v
4874,f,y,f,f,c,k,p,o,l,y
4875,x,y,f,f,c,k,p,o,l,v
4876,f,f,f,f,c,k,p,o,l,y
4877,f,f,n,f,c,s,p,o,p,v
4878,x,y,f,f,c,k,p,o,l,v
4879,f,f,f,f,c,k,p,o,l,y
4880,f,f,f,f,c,k,p,o,l,v
4881,f,y,f,f,c,k,p,o,l,y
4882,x,y,f,f,c,k,p,o,l,v
4883,b,y,n,f,c,s,p,t,p,v
4884,f,f,f,f,c,k,p,o,l,y
4885,x,y,f,f,c,s,p,o,e,v
4886,f,f,f,f,c,k,p,o,l,y
4887,x,y,f,f,c,k,p,o,l,v
4888,f,y,f,f,c,k,p,o,l,y
4889,f,y,n,f,c,s,p,t,e,c
4890,x,s,f,f,c,s,p,o,p,s
4891,f,y,f,f,c,k,p,o,l,y
4892,x,y,f,f,c,k,p,o,l,v
4893,x,f,f,f,c,k,p,o,l,v
4894,f,s,f,f,c,s,p,o,p,s
4895,x,f,c,f,c,s,p,o,p,v
4896,x,f,f,f,c,k,p,o,l,y
4897,f,y,f,f,c,k,p,o,l,y
4898,f,y,f,f,c,k,p,o,l,y
4899,x,y,n,f,c,f,p,o,f,y
4900,f,y,n,f,c,f,p,o,f,v
4901,x,f,f,f,c,k,p,o,l,v
4902,f,y,f,f,c,k,p,o,l,y
4903,f,y,f,f,c,k,p,o,l,y
4904,x,y,y,f,c,k,p,o,e,v
4905,x,y,y,f,c,k,p,o,e,v
4906,x,y,f,f,c,k,p,o,l,y
4907,x,y,f,f,c,k,p,o,l,v
4908,f,f,f,f,c,k,p,o,l,y
4909,x,y,f,f,c,k,p,o,l,y
4910,x,y,f,f,c,k,p,o,l,v
4911,f,f,f,f,c,k,p,o,l,y
4912,f,s,n,f,c,s,p,t,e,c
4913,f,f,f,f,c,k,p,o,l,y
4914,x,y,f,f,c,k,p,o,l,y
4915,f,s,f,f,c,s,p,o,p,s
4916,f,f,f,f,c,k,p,o,l,v
4917,x,y,f,f,c,k,p,o,l,y
4918,x,f,f,f,c,k,p,o,l,y
4919,x,s,f,f,c,f,p,o,p,v
4920,f,y,f,f,c,k,p,o,l,y
4921,f,f,f,f,c,k,p,o,l,v
4922,x,s,c,f,c,s,p,o,p,v
4923,f,y,f,f,c,k,p,o,l,y
4924,f,y,n,f,c,s,p,o,p,y
4925,x,f,f,f,c,k,p,o,l,y
4926,x,y,f,f,c,k,p,o,l,y
4927,k,s,n,f,c,s,p,t,e,c
4928,f,f,f,f,c,k,p,o,l,v
4929,f,f,f,f,c,k,p,o,l,v
4930,x,y,f,f,c,k,p,o,l,y
4931,x,f,n,f,w,f,p,o,e,v
4932,x,y,n,f,c,s,p,t,e,c
4933,x,y,f,f,c,k,p,o,l,v
4934,x,f,f,f,c,k,p,o,l,v
4935,f,s,f,f,c,f,p,o,p,v
4936,x,y,f,f,c,k,p,o,l,y
4937,f,y,f,f,c,k,p,o,l,v
4938,x,y,f,f,c,k,p,o,l,v
4939,x,y,s,f,c,k,p,o,e,v
4940,k,s,n,f,c,s,p,t,e,c
4941,f,f,f,f,c,k,p,o,l,y
4942,x,f,f,f,c,k,p,o,l,v
4943,f,y,f,f,c,k,p,o,l,y
4944,x,f,f,f,c,k,p,o,l,v
4945,f,y,f,f,c,k,p,o,l,v
4946,k,s,n,f,c,s,p,t,e,c
4947,f,y,n,f,c,y,p,o,e,v
4948,x,y,f,f,c,k,p,o,l,y
4949,x,f,f,f,c,k,p,o,l,y
4950,x,y,f,f,c,k,p,o,l,v
4951,f,s,f,f,c,f,p,o,p,v
4952,f,s,n,f,c,s,p,t,e,c
4953,f,s,f,f,c,f,p,o,p,s
4954,f,y,f,f,c,k,p,o,l,y
4955,x,f,f,f,c,k,p,o,l,v
4956,f,y,f,f,c,k,p,o,l,v
4957,f,y,f,f,c,k,p,o,l,y
4958,f,f,f,f,c,k,p,o,l,v
4959,x,s,f,f,c,s,p,o,p,v
4960,f,f,f,f,c,k,p,o,l,y
4961,x,y,f,f,c,k,p,o,l,y
4962,f,f,f,f,c,k,p,o,l,y
4963,f,y,f,f,c,k,p,o,l,y
4964,f,s,f,f,c,f,p,o,p,s
4965,f,s,n,f,c,s,p,t,e,c
4966,x,s,n,f,c,s,p,t,e,c
4967,k,s,n,f,c,s,p,t,e,c
4968,f,y,n,f,c,s,p,t,p,v
4969,f,y,f,f,c,k,p,o,l,v
4970,x,y,f,f,c,k,p,o,l,v
4971,f,f,f,f,c,k,p,o,l,v
4972,f,f,f,f,c,k,p,o,l,y
4973,x,f,f,f,c,k,p,o,l,y
4974,f,f,f,f,c,k,p,o,l,v
4975,f,y,f,f,c,k,p,o,l,y
4976,f,y,f,f,c,k,p,o,l,v
4977,f,f,f,f,c,k,p,o,l,v
4978,f,y,f,f,c,k,p,o,l,y
4979,x,y,f,f,c,k,p,o,l,v
4980,x,y,f,f,c,k,p,o,l,y
4981,f,y,f,f,c,k,p,o,l,v
4982,f,f,f,f,c,k,p,o,l,y
4983,x,y,f,f,c,k,p,o,l,v
4984,x,y,f,f,c,k,p,o,l,y
4985,f,y,n,f,c,f,p,o,f,y
4986,f,f,f,f,c,k,p,o,l,v
4987,x,y,y,f,c,s,p,o,e,v
4988,x,y,f,f,c,k,p,o,l,v
4989,x,y,f,f,c,k,p,o,l,y
4990,x,y,f,f,c,k,p,o,l,v
4991,f,f,f,f,c,k,p,o,l,v
4992,x,f,f,f,c,k,p,o,l,y
4993,x,y,f,f,c,k,p,o,l,v
4994,f,s,n,f,c,s,p,t,e,c
4995,f,f,f,f,c,k,p,o,l,y
4996,f,y,f,f,c,k,p,o,l,v
4997,x,s,n,f,c,s,p,t,e,c
4998,f,f,f,f,c,k,p,o,l,y
4999,x,y,f,f,c,k,p,o,l,v
5000,x,y,f,f,c,k,p,o,e,v
5001,f,f,f,f,c,k,p,o,l,v
5002,x,y,n,f,c,y,p,o,e,v
5003,b,s,n,f,c,s,p,t,p,v
5004,f,f,f,f,c,k,p,o,l,v
5005,f,y,f,f,c,k,p,o,l,y
5006,f,y,n,f,c,f,p,o,f,y
5007,x,f,f,f,c,k,p,o,l,v
5008,f,y,f,f,c,k,p,o,l,y
5009,f,f,f,f,c,k,p,o,l,y
5010,x,y,f,f,c,k,p,o,l,y
5011,x,y,n,f,c,s,p,t,e,c
5012,f,f,f,f,c,k,p,o,l,v
5013,x,y,f,f,c,k,p,o,l,v
5014,x,y,f,f,c,k,p,o,l,v
5015,f,y,f,f,c,k,p,o,l,v
5016,k,s,n,f,c,s,p,t,e,c
5017,f,y,f,f,c,k,p,o,l,y
5018,x,y,f,f,c,k,p,o,l,v
5019,x,f,f,f,c,k,p,o,l,v
5020,f,f,f,f,c,k,p,o,l,v
5021,f,s,f,f,c,f,p,o,p,v
5022,x,s,c,f,c,s,p,o,p,v
5023,f,y,f,f,c,k,p,o,l,y
5024,f,y,n,f,c,f,p,o,f,v
5025,x,f,f,f,c,k,p,o,l,y
5026,f,y,f,f,c,k,p,o,l,y
5027,x,f,f,f,c,k,p,o,l,v
5028,x,f,f,f,c,k,p,o,l,v
5029,x,s,f,f,c,s,p,o,p,s
5030,f,y,f,f,c,k,p,o,l,y
5031,f,f,f,f,c,k,p,o,l,y
5032,f,f,f,f,c,k,p,o,l,y
5033,x,y,f,f,c,k,p,o,l,v
5034,x,y,f,f,c,k,p,o,l,v
5035,x,y,f,f,c,k,p,o,l,y
5036,x,f,f,f,c,k,p,o,l,y
5037,x,y,f,f,c,k,p,o,l,y
5038,f,f,f,f,c,k,p,o,l,v
5039,f,f,f,f,c,k,p,o,l,y
5040,x,y,f,f,c,k,p,o,l,y
5041,f,f,f,f,c,k,p,o,l,v
5042,x,y,s,f,c,k,p,o,e,v
5043,x,f,f,f,c,k,p,o,l,y
5044,x,y,f,f,c,k,p,o,l,v
5045,f,s,f,f,c,s,p,o,p,v
5046,f,f,f,f,c,k,p,o,l,v
5047,f,y,f,f,c,k,p,o,l,y
5048,x,f,f,f,c,k,p,o,l,y
5049,f,f,f,f,c,k,p,o,l,v
5050,x,y,f,f,c,k,p,o,l,y
5051,x,y,f,f,c,k,p,o,l,v
5052,x,y,y,f,c,k,p,o,e,v
5053,k,y,n,f,c,s,p,t,e,c
5054,f,y,n,f,c,s,p,t,e,c
5055,x,y,f,f,c,k,p,o,l,y
5056,f,f,f,f,c,k,p,o,l,y
5057,x,y,f,f,c,k,p,o,l,y
5058,f,y,f,f,c,k,p,o,l,y
5059,x,s,f,f,c,f,p,o,p,s
5060,f,y,f,f,c,k,p,o,l,v
5061,x,s,f,f,c,f,p,o,p,s
5062,x,f,f,f,c,k,p,o,l,v
5063,x,y,f,f,c,k,p,o,l,y
5064,x,s,f,f,c,f,p,o,p,s
5065,f,s,f,f,c,f,p,o,p,s
5066,x,s,f,f,c,s,p,o,p,s
5067,f,f,f,f,c,k,p,o,l,y
5068,f,y,f,f,c,k,p,o,l,y
5069,x,f,f,f,c,k,p,o,l,v
5070,f,f,f,f,c,k,p,o,l,v
5071,x,y,n,f,c,f,p,o,f,y
5072,x,s,n,f,c,s,p,t,e,c
5073,x,y,f,f,c,k,p,o,l,v
5074,f,f,f,f,c,k,p,o,l,v
5075,x,y,y,f,c,s,p,o,e,v
5076,x,y,f,f,c,k,p,o,l,v
5077,f,f,f,f,c,k,p,o,l,y
5078,f,f,f,f,c,k,p,o,l,v
5079,f,f,f,f,c,k,p,o,l,y
5080,f,f,n,f,c,s,p,o,p,y
5081,x,y,f,f,c,k,p,o,l,y
5082,f,y,f,f,c,k,p,o,l,v
5083,f,f,f,f,c,k,p,o,l,v
5084,x,y,f,f,c,k,p,o,l,y
5085,x,f,f,f,c,k,p,o,l,y
5086,k,f,n,f,c,y,p,o,e,v
5087,f,f,f,f,c,k,p,o,l,y
5088,k,f,n,f,w,s,p,o,e,v
5089,f,f,f,f,c,k,p,o,l,v
5090,f,y,f,f,c,k,p,o,l,y
5091,x,y,f,f,c,k,p,o,l,v
5092,x,y,f,f,c,k,p,o,l,v
5093,f,f,f,f,c,k,p,o,l,v
5094,f,y,f,f,c,k,p,o,l,v
5095,x,f,f,f,c,k,p,o,l,y
5096,f,f,f,f,c,k,p,o,l,v
5097,x,y,f,f,c,k,p,o,l,y
5098,b,y,n,f,c,s,p,t,p,v
5099,k,y,n,f,c,s,p,t,e,c
5100,x,y,f,f,c,k,p,o,l,v
5101,x,f,f,f,c,k,p,o,l,v
5102,k,y,n,f,c,s,p,t,e,c
5103,f,y,f,f,c,k,p,o,l,y
5104,x,s,f,f,c,s,p,o,p,s
5105,x,y,s,f,c,k,p,o,e,v
5106,x,y,y,f,c,k,p,o,e,v
5107,x,y,y,f,c,k,p,o,e,v
5108,f,g,n,f,w,s,p,o,p,c
5109,x,s,f,f,c,s,p,o,p,v
5110,f,y,n,f,w,s,p,o,e,v
5111,x,y,f,f,c,k,p,o,l,y
5112,f,y,f,f,c,k,p,o,l,v
5113,f,y,f,f,c,k,p,o,l,y
5114,f,y,n,f,c,s,p,t,e,c
5115,x,s,f,f,c,s,p,o,p,v
5116,x,s,f,f,c,f,p,o,p,s
5117,x,y,y,f,c,s,p,o,e,v
5118,k,y,n,f,w,f,p,o,e,v
5119,x,s,f,f,c,f,p,o,p,s
5120,x,s,f,f,c,f,p,o,p,v
5121,f,s,f,f,c,f,p,o,p,v
5122,f,s,f,f,c,s,p,o,p,v
5123,k,y,n,f,w,s,p,o,e,v
5124,x,y,f,f,c,k,p,o,l,v
5125,f,s,f,f,c,f,p,o,p,v
5126,f,s,f,f,c,s,p,o,p,s
5127,c,g,n,f,w,s,p,o,p,c
5128,x,s,f,f,c,f,p,o,p,s
5129,b,g,n,f,w,s,p,o,p,c
5130,x,s,f,f,c,s,p,o,p,v
5131,f,s,f,f,c,f,p,o,p,s
5132,b,f,n,f,c,y,p,o,e,v
5133,x,y,s,f,c,s,p,o,e,v
5134,x,y,y,f,c,s,p,o,e,v
5135,k,s,n,f,c,s,p,t,e,c
5136,k,y,n,f,c,s,p,t,e,c
5137,f,s,f,f,c,s,p,o,p,v
5138,f,s,n,f,c,s,p,t,p,v
5139,f,y,f,f,c,k,p,o,l,y
5140,x,y,f,f,c,k,p,o,l,y
5141,f,s,n,f,c,s,p,t,p,v
5142,x,y,f,f,c,s,p,o,e,v
5143,x,y,y,f,c,k,p,o,e,v
5144,f,f,f,f,c,k,p,o,l,y
5145,x,s,n,f,c,s,p,t,e,c
5146,x,y,f,f,c,k,p,o,e,v
5147,x,f,f,f,c,k,p,o,l,y
5148,x,y,y,f,c,s,p,o,e,v
5149,f,f,n,f,w,f,p,o,e,v
5150,x,y,f,f,c,k,p,o,e,v
5151,x,s,n,f,c,s,p,t,e,c
5152,f,y,n,f,c,s,p,t,e,c
5153,f,y,f,f,c,k,p,o,l,y
5154,f,y,n,f,c,s,p,t,p,v
5155,x,y,n,f,c,y,p,o,e,v
5156,x,y,y,f,c,k,p,o,e,v
5157,x,s,f,f,c,s,p,o,p,s
5158,x,s,f,f,c,s,p,o,p,v
5159,f,y,f,f,c,k,p,o,l,y
5160,f,s,f,f,c,f,p,o,p,v
5161,x,y,f,f,c,k,p,o,e,v
5162,x,s,f,f,c,s,p,o,p,v
5163,f,f,n,f,c,y,p,o,e,v
5164,x,y,n,f,c,s,p,t,e,c
5165,f,s,f,f,c,f,p,o,p,s
5166,f,s,f,f,c,s,p,o,p,s
5167,k,y,n,f,c,s,p,t,e,c
5168,x,f,f,f,c,k,p,o,l,y
5169,x,f,n,f,c,y,p,o,e,v
5170,x,y,n,f,c,s,p,t,e,c
5171,x,y,f,f,c,k,p,o,l,y
5172,f,s,f,f,c,s,p,o,p,v
5173,f,s,f,f,c,s,p,o,p,s
5174,f,y,f,f,c,k,p,o,l,v
5175,f,y,f,f,c,k,p,o,l,v
5176,x,s,n,f,c,s,p,t,e,c
5177,f,s,n,f,c,s,p,t,e,c
5178,b,y,n,f,c,s,p,t,p,v
5179,x,y,n,f,w,f,p,o,e,v
5180,f,s,n,f,c,s,p,t,e,c
5181,x,s,f,f,c,s,p,o,p,v
5182,x,s,f,f,c,s,p,o,p,v
5183,f,y,f,f,c,k,p,o,l,y
5184,x,s,f,f,c,s,p,o,p,v
5185,x,s,f,f,c,s,p,o,p,s
5186,f,y,n,f,w,f,p,o,e,v
5187,x,y,y,f,c,s,p,o,e,v
5188,f,f,f,f,c,k,p,o,l,y
5189,x,y,n,f,c,f,p,o,f,v
5190,x,y,f,f,c,k,p,o,l,v
5191,f,y,n,f,c,s,p,t,p,v
5192,f,s,f,f,c,s,p,o,p,v
5193,x,y,s,f,c,s,p,o,e,v
5194,k,s,n,f,c,s,p,t,e,c
5195,x,y,f,f,c,k,p,o,e,v
5196,x,y,f,f,c,k,p,o,l,v
5197,f,s,f,f,c,f,p,o,p,s
5198,k,y,n,f,c,s,p,t,e,c
5199,x,f,f,f,c,k,p,o,l,v
5200,f,y,f,f,c,k,p,o,l,v
5201,f,f,f,f,c,k,p,o,l,y
5202,x,s,f,f,c,f,p,o,p,s
5203,x,y,f,f,c,s,p,o,e,v
5204,x,y,f,f,c,k,p,o,l,v
5205,f,f,f,f,c,k,p,o,l,v
5206,f,f,n,f,c,y,p,o,e,v
5207,k,s,n,f,c,s,p,t,e,c
5208,f,y,f,f,c,k,p,o,l,v
5209,x,y,y,f,c,s,p,o,e,v
5210,x,s,f,f,c,f,p,o,p,s
5211,f,s,n,f,c,s,p,t,e,c
5212,x,y,f,f,c,k,p,o,l,v
5213,x,y,y,f,c,s,p,o,e,v
5214,x,s,f,f,c,s,p,o,p,v
5215,x,s,f,f,c,s,p,o,p,v
5216,f,y,n,f,c,s,p,t,p,v
5217,k,y,n,f,c,s,p,t,e,c
5218,x,s,f,f,c,s,p,o,p,v
5219,x,y,y,f,c,s,p,o,e,v
5220,k,y,n,f,c,s,p,t,e,c
5221,f,y,f,f,c,k,p,o,l,y
5222,x,y,n,f,c,s,p,t,e,c
5223,f,s,f,f,c,f,p,o,p,s
5224,x,s,n,f,c,s,p,t,e,c
5225,b,y,n,f,c,y,p,o,e,v
5226,f,s,f,f,c,f,p,o,p,v
5227,x,y,f,f,c,s,p,o,e,v
5228,x,y,f,f,c,k,p,o,e,v
5229,x,s,f,f,c,s,p,o,p,s
5230,x,y,f,f,c,s,p,o,e,v
5231,k,y,n,f,c,s,p,t,e,c
5232,k,f,n,f,w,f,p,o,e,v
5233,x,y,f,f,c,k,p,o,l,v
5234,x,s,n,f,c,s,p,t,e,c
5235,f,f,f,f,c,k,p,o,l,y
5236,f,y,f,f,c,k,p,o,l,v
5237,f,s,f,f,c,f,p,o,p,v
5238,k,y,n,f,w,s,p,o,p,c
5239,k,f,n,f,w,f,p,o,e,v
5240,k,f,n,f,c,y,p,o,e,v
5241,f,s,f,f,c,f,p,o,p,s
5242,f,y,n,f,c,y,p,o,e,v
5243,f,y,f,f,c,k,p,o,l,v
5244,k,s,n,f,c,s,p,t,e,c
5245,f,y,f,f,c,k,p,o,l,v
5246,x,y,y,f,c,s,p,o,e,v
5247,x,y,f,f,c,k,p,o,l,y
5248,x,y,f,f,c,k,p,o,l,v
5249,b,y,n,f,c,s,p,t,p,v
5250,f,y,f,f,c,k,p,o,l,y
5251,x,s,f,f,c,f,p,o,p,v
5252,x,s,f,f,c,s,p,o,p,v
5253,k,y,n,f,c,s,p,t,e,c
5254,f,y,f,f,c,k,p,o,l,v
5255,x,s,f,f,c,f,p,o,p,s
5256,b,y,n,f,c,s,p,t,p,v
5257,x,s,f,f,c,f,p,o,p,v
5258,k,s,n,f,c,s,p,t,e,c
5259,f,s,f,f,c,s,p,o,p,s
5260,x,f,n,f,c,y,p,o,e,v
5261,f,s,f,f,c,s,p,o,p,v
5262,f,y,f,f,c,k,p,o,l,y
5263,k,y,n,f,c,y,p,o,e,v
5264,f,s,f,f,c,f,p,o,p,s
5265,f,s,n,f,c,s,p,t,e,c
5266,x,y,f,f,c,s,p,o,e,v
5267,x,y,y,f,c,s,p,o,e,v
5268,x,y,y,f,c,s,p,o,e,v
5269,x,s,f,f,c,s,p,o,p,v
5270,k,s,n,f,c,s,p,t,e,c
5271,f,y,f,f,c,k,p,o,l,y
5272,x,s,n,f,c,s,p,t,e,c
5273,f,s,f,f,c,s,p,o,p,s
5274,k,f,n,f,w,s,p,o,e,v
5275,x,y,s,f,c,s,p,o,e,v
5276,f,s,f,f,c,s,p,o,p,v
5277,x,s,f,f,c,s,p,o,p,v
5278,k,y,n,f,c,y,p,o,e,v
5279,f,s,n,f,c,s,p,t,p,v
5280,f,f,f,f,c,k,p,o,l,y
5281,k,y,n,f,c,s,p,t,e,c
5282,f,y,n,f,w,s,p,o,p,c
5283,f,s,f,f,c,s,p,o,p,v
5284,f,y,n,f,c,f,p,o,f,y
5285,x,y,n,f,c,f,p,o,f,v
5286,x,s,n,f,c,s,p,t,e,c
5287,f,s,f,f,c,s,p,o,p,v
5288,x,y,y,f,c,k,p,o,e,v
5289,f,y,f,f,c,k,p,o,l,y
5290,f,s,f,f,c,s,p,o,p,s
5291,f,s,f,f,c,s,p,o,p,s
5292,f,s,n,f,c,s,p,t,e,c
5293,x,y,y,f,c,k,p,o,e,v
5294,f,f,f,f,c,k,p,o,l,y
5295,f,y,f,f,c,k,p,o,l,y
5296,x,s,n,f,c,s,p,t,e,c
5297,f,s,f,f,c,f,p,o,p,s
5298,x,y,s,f,c,s,p,o,e,v
5299,f,s,f,f,c,s,p,o,p,s
5300,x,f,n,f,w,s,p,o,e,v
5301,f,s,f,f,c,s,p,o,p,v
5302,f,f,f,f,c,k,p,o,l,v
5303,x,y,n,f,c,f,p,o,f,y
5304,x,f,f,f,c,k,p,o,l,v
5305,x,y,f,f,c,k,p,o,e,v
5306,x,y,s,f,c,s,p,o,e,v
5307,f,y,n,f,c,s,p,t,e,c
5308,x,s,f,f,c,f,p,o,p,v
5309,k,y,n,f,c,s,p,t,e,c
5310,f,y,n,f,c,s,p,t,e,c
5311,x,y,f,f,c,k,p,o,e,v
5312,b,y,n,f,c,y,p,o,e,v
5313,x,y,s,f,c,s,p,o,e,v
5314,f,y,n,f,c,s,p,t,e,c
5315,x,s,f,f,c,s,p,o,p,v
5316,f,y,f,f,c,k,p,o,l,v
5317,f,y,n,f,c,s,p,t,e,c
5318,b,y,n,f,c,s,p,t,p,v
5319,x,y,n,f,w,f,p,o,e,v
5320,f,y,f,f,c,k,p,o,l,v
5321,x,s,f,f,c,s,p,o,p,s
5322,x,y,s,f,c,s,p,o,e,v
5323,x,s,f,f,c,s,p,o,p,s
5324,f,s,f,f,c,f,p,o,p,s
5325,x,y,f,f,c,s,p,o,e,v
5326,f,y,n,f,c,f,p,o,f,v
5327,x,y,s,f,c,s,p,o,e,v
5328,f,f,f,f,c,k,p,o,l,v
5329,x,y,y,f,c,s,p,o,e,v
5330,x,s,f,f,c,s,p,o,p,v
5331,f,y,f,f,c,k,p,o,l,v
5332,x,s,f,f,c,f,p,o,p,s
5333,k,y,n,f,c,y,p,o,e,v
5334,f,s,f,f,c,f,p,o,p,v
5335,f,s,f,f,c,f,p,o,p,v
5336,x,y,n,f,w,s,p,o,e,v
5337,x,s,f,f,c,s,p,o,p,v
5338,x,y,s,f,c,k,p,o,e,v
5339,f,y,n,f,c,s,p,t,p,v
5340,f,y,f,f,c,k,p,o,l,y
5341,x,s,n,f,c,s,p,t,e,c
5342,f,y,n,f,c,s,p,t,p,v
5343,x,f,n,f,c,y,p,o,e,v
5344,f,y,f,f,c,k,p,o,l,y
5345,f,f,n,f,w,f,p,o,e,v
5346,x,f,n,f,w,s,p,o,e,v
5347,x,y,y,f,c,k,p,o,e,v
5348,f,s,f,f,c,s,p,o,p,v
5349,x,s,f,f,c,f,p,o,p,s
5350,f,s,f,f,c,s,p,o,p,v
5351,x,s,f,f,c,f,p,o,p,s
5352,x,y,n,f,c,f,p,o,f,v
5353,f,y,f,f,c,k,p,o,l,y
5354,f,s,f,f,c,s,p,o,p,s
5355,x,y,f,f,c,s,p,o,e,v
5356,f,y,f,f,c,k,p,o,l,y
5357,f,s,f,f,c,f,p,o,p,v
5358,x,s,f,f,c,s,p,o,p,s
5359,f,y,f,f,c,k,p,o,l,y
5360,f,y,f,f,c,k,p,o,l,y
5361,x,y,f,f,c,s,p,o,e,v
5362,x,y,n,f,c,y,p,o,e,v
