id,gill-attachment,gill-color,stalk-surface-above-ring,veil-type,ring-type,classes
5646,f,w,s,p,e,e
5647,f,w,f,p,p,p
5648,f,w,f,p,p,p
5649,f,h,k,p,l,p
5650,f,w,s,p,e,e
5651,f,p,k,p,l,p
5652,f,p,k,p,l,p
5653,f,w,s,p,e,e
5654,f,e,s,p,e,e
5655,f,h,k,p,l,p
5656,f,p,s,p,p,p
5657,f,g,k,p,l,p
5658,f,w,f,p,p,p
5659,f,p,f,p,p,p
5660,f,w,k,p,e,p
5661,f,h,s,p,p,p
5662,f,e,s,p,e,e
5663,f,g,k,p,l,p
5664,f,p,s,p,p,p
5665,f,w,f,p,e,e
5666,f,p,k,p,l,p
5667,f,w,f,p,e,e
5668,f,p,k,p,l,p
5669,f,b,k,p,e,p
5670,f,w,s,p,e,e
5671,f,h,f,p,p,p
5672,f,h,k,p,l,p
5673,f,p,k,p,l,p
5674,f,b,s,p,e,p
5675,f,w,s,p,f,e
5676,f,p,k,p,l,p
5677,f,h,f,p,p,p
5678,f,w,f,p,p,p
5679,f,w,f,p,p,p
5680,f,w,s,p,e,e
5681,f,w,k,p,e,p
5682,f,w,s,p,f,e
5683,f,b,s,p,e,p
5684,f,w,s,p,e,e
5685,f,w,f,p,p,p
5686,f,p,k,p,l,p
5687,f,e,s,p,e,e
5688,f,w,s,p,e,e
5689,f,p,s,p,p,p
5690,f,h,k,p,l,p
5691,f,b,s,p,e,p
5692,f,e,s,p,e,e
5693,f,w,s,p,e,e
5694,f,h,k,p,l,p
5695,f,b,k,p,e,p
5696,f,e,s,p,e,e
5697,f,h,k,p,l,p
5698,f,b,s,p,e,p
5699,f,w,s,p,e,e
5700,f,p,k,p,l,p
5701,f,p,k,p,l,p
5702,f,g,k,p,l,p
5703,f,w,f,p,e,e
5704,f,w,s,p,p,p
5705,f,w,s,p,e,e
5706,f,w,f,p,p,p
5707,f,w,s,p,p,p
5708,f,p,k,p,l,p
5709,f,p,s,p,p,p
5710,f,b,s,p,e,p
5711,f,p,f,p,p,p
5712,f,w,s,p,e,e
5713,f,h,s,p,p,p
5714,f,b,k,p,e,p
5715,f,u,s,p,f,e
5716,f,w,s,p,e,e
5717,f,p,s,p,p,p
5718,f,w,s,p,p,p
5719,f,p,s,p,p,p
5720,f,b,s,p,e,p
5721,f,w,s,p,e,e
5722,f,b,k,p,e,p
5723,f,b,s,p,e,p
5724,f,h,f,p,p,p
5725,f,e,s,p,e,e
5726,f,p,s,p,p,p
5727,f,r,s,p,p,p
5728,f,w,f,p,e,e
5729,f,p,s,p,p,p
5730,f,h,s,p,p,p
5731,f,p,k,p,l,p
5732,f,e,s,p,e,e
5733,f,w,s,p,e,e
5734,f,u,s,p,f,e
5735,f,e,s,p,e,e
5736,f,h,s,p,p,p
5737,f,b,s,p,e,p
5738,f,w,s,p,e,e
5739,f,w,s,p,p,p
5740,f,w,s,p,p,p
5741,f,p,s,p,p,p
5742,f,w,s,p,e,e
5743,f,p,s,p,p,p
5744,f,e,s,p,e,e
5745,f,g,s,p,p,p
5746,f,b,k,p,e,p
5747,f,g,k,p,l,p
5748,f,w,f,p,p,p
5749,f,w,s,p,e,e
5750,f,p,s,p,p,p
5751,f,w,f,p,p,p
5752,f,r,s,p,p,p
5753,f,r,s,p,p,p
5754,f,w,s,p,p,p
5755,f,w,s,p,e,e
5756,f,b,s,p,e,p
5757,f,g,k,p,l,p
5758,f,w,s,p,e,e
5759,f,b,k,p,e,p
5760,f,p,s,p,p,p
5761,f,g,s,p,p,p
5762,f,b,k,p,e,p
5763,f,h,f,p,p,p
5764,f,h,s,p,p,p
5765,f,u,s,p,f,e
5766,f,h,f,p,p,p
5767,f,p,f,p,p,p
5768,f,u,s,p,f,e
5769,f,b,s,p,e,p
5770,f,w,s,p,e,e
5771,f,b,k,p,e,p
5772,f,b,k,p,e,p
5773,f,p,f,p,p,p
5774,f,p,s,p,f,e
5775,f,g,s,p,p,p
5776,f,p,f,p,p,p
5777,f,w,f,p,e,e
5778,f,p,s,p,f,e
5779,f,w,s,p,p,p
5780,f,w,s,p,f,e
5781,f,b,k,p,e,p
5782,f,e,s,p,e,e
5783,f,r,s,p,p,p
5784,f,w,k,p,e,p
5785,f,g,k,p,l,p
5786,f,h,s,p,p,p
5787,f,h,k,p,l,p
5788,f,w,s,p,e,e
5789,f,w,s,p,p,p
5790,f,w,s,p,p,p
5791,f,b,s,p,e,p
5792,f,p,f,p,p,p
5793,f,h,k,p,l,p
5794,f,g,s,p,p,p
5795,f,w,s,p,e,e
5796,f,g,k,p,l,p
5797,f,h,k,p,l,p
5798,f,p,k,p,l,p
5799,f,h,s,p,p,p
5800,f,b,s,p,e,p
5801,f,w,k,p,e,p
5802,f,b,k,p,e,p
5803,f,h,s,p,p,p
5804,f,p,k,p,l,p
5805,f,w,s,p,e,e
5806,f,w,f,p,p,p
5807,f,h,f,p,p,p
5808,f,e,s,p,e,e
5809,f,h,s,p,p,p
5810,f,p,k,p,l,p
5811,f,b,s,p,e,p
5812,f,p,s,p,p,p
5813,f,h,s,p,p,p
5814,f,p,k,p,l,p
5815,f,w,s,p,e,e
5816,f,b,k,p,e,p
5817,f,e,s,p,e,e
5818,f,b,k,p,e,p
5819,f,p,s,p,p,p
5820,f,b,s,p,e,p
5821,f,w,s,p,e,e
5822,f,h,k,p,l,p
5823,f,w,f,p,p,p
5824,f,w,s,p,e,e
5825,f,p,k,p,l,p
5826,f,p,k,p,l,p
5827,f,e,s,p,e,e
5828,f,p,f,p,p,p
5829,f,e,s,p,e,e
5830,f,p,k,p,l,p
5831,f,w,s,p,p,p
5832,f,b,s,p,e,p
5833,f,p,k,p,l,p
5834,f,r,s,p,p,p
5835,f,b,k,p,e,p
5836,f,w,s,p,f,e
5837,f,h,s,p,f,e
5838,f,b,s,p,e,p
5839,f,p,f,p,p,p
5840,f,w,s,p,f,e
5841,f,w,s,p,p,p
5842,f,g,k,p,l,p
5843,f,h,s,p,p,p
5844,f,g,k,p,l,p
5845,f,h,k,p,l,p
5846,f,h,k,p,l,p
5847,f,p,f,p,p,p
5848,f,u,s,p,f,e
5849,f,w,f,p,p,p
5850,f,w,s,p,e,e
5851,f,b,k,p,e,p
5852,f,w,f,p,p,p
5853,f,g,k,p,l,p
5854,f,w,s,p,p,p
5855,f,b,s,p,e,p
5856,f,w,s,p,p,p
5857,f,p,k,p,l,p
5858,f,g,k,p,l,p
5859,f,e,s,p,e,e
5860,f,w,s,p,e,e
5861,f,b,k,p,e,p
5862,f,e,s,p,e,e
5863,f,r,s,p,p,p
5864,f,w,s,p,e,e
5865,f,b,s,p,e,p
5866,f,w,s,p,e,e
5867,f,w,s,p,p,p
5868,f,g,s,p,p,p
5869,f,b,s,p,e,p
5870,f,b,k,p,e,p
5871,f,h,k,p,l,p
5872,f,b,s,p,e,p
5873,f,b,k,p,e,p
5874,f,w,f,p,p,p
5875,f,w,s,p,e,e
5876,f,u,s,p,f,e
5877,f,g,k,p,l,p
5878,f,h,s,p,p,p
5879,f,b,s,p,e,p
5880,f,h,s,p,p,p
5881,f,h,s,p,p,p
5882,f,h,k,p,l,p
5883,f,r,s,p,p,p
5884,f,e,s,p,e,e
5885,f,b,k,p,e,p
5886,f,p,k,p,l,p
5887,f,w,s,p,e,e
5888,f,p,s,p,p,p
5889,f,w,f,p,p,p
5890,f,p,s,p,p,p
5891,f,p,k,p,l,p
5892,f,b,s,p,e,p
5893,f,h,f,p,p,p
5894,f,e,s,p,e,e
5895,f,w,s,p,e,e
5896,f,p,s,p,f,e
5897,f,p,f,p,p,p
5898,f,h,s,p,p,p
5899,f,e,s,p,e,e
5900,f,p,k,p,l,p
5901,f,b,k,p,e,p
5902,f,g,s,p,p,p
5903,f,p,k,p,l,p
5904,f,w,s,p,e,e
5905,f,p,k,p,l,p
5906,f,p,f,p,p,p
5907,f,w,s,p,e,e
5908,f,w,s,p,e,e
5909,f,w,f,p,p,p
5910,f,p,k,p,l,p
5911,f,h,s,p,p,p
5912,f,h,k,p,l,p
5913,f,p,s,p,p,p
5914,f,w,s,p,e,e
5915,f,e,s,p,e,e
5916,f,g,k,p,l,p
5917,f,e,s,p,e,e
5918,f,w,s,p,e,e
5919,f,p,f,p,p,p
5920,f,w,s,p,p,p
5921,f,g,k,p,l,p
5922,f,h,s,p,p,p
5923,f,h,s,p,p,p
5924,f,g,k,p,l,p
5925,f,p,k,p,l,p
5926,f,h,k,p,l,p
5927,f,g,k,p,l,p
5928,f,g,s,p,p,p
5929,f,b,s,p,e,p
5930,f,w,s,p,p,p
5931,f,w,s,p,e,e
5932,f,b,s,p,e,p
5933,f,b,s,p,e,p
5934,f,b,k,p,e,p
5935,f,w,s,p,p,p
5936,f,w,k,p,e,p
5937,f,w,f,p,p,p
5938,f,e,s,p,e,e
5939,f,e,s,p,e,e
5940,f,w,s,p,e,e
5941,f,g,s,p,p,p
5942,f,w,s,p,p,p
5943,f,p,s,p,p,p
5944,f,p,k,p,l,p
5945,f,b,k,p,e,p
5946,f,w,s,p,p,p
5947,f,h,f,p,p,p
5948,f,r,s,p,p,p
5949,f,p,s,p,f,e
5950,f,w,f,p,e,e
5951,f,p,k,p,l,p
5952,f,h,s,p,p,p
5953,f,g,k,p,l,p
5954,f,e,s,p,e,e
5955,f,h,k,p,l,p
5956,f,w,k,p,e,p
5957,f,b,k,p,e,p
5958,f,h,k,p,l,p
5959,f,g,k,p,l,p
5960,f,p,f,p,p,p
5961,f,b,s,p,e,p
5962,f,w,s,p,e,e
5963,f,w,f,p,e,e
5964,f,g,s,p,p,p
5965,f,w,k,p,e,p
5966,f,h,k,p,l,p
5967,f,b,k,p,e,p
5968,f,h,k,p,l,p
5969,f,p,k,p,l,p
5970,f,p,s,p,p,p
5971,f,u,s,p,f,e
5972,f,b,k,p,e,p
5973,f,g,s,p,p,p
5974,f,b,k,p,e,p
5975,f,w,s,p,p,p
5976,f,w,s,p,p,p
5977,f,e,s,p,e,e
5978,f,w,s,p,p,p
5979,f,w,f,p,e,e
5980,f,p,k,p,l,p
5981,f,w,s,p,f,e
5982,f,w,s,p,p,p
5983,f,r,s,p,p,p
5984,f,p,k,p,l,p
5985,f,h,s,p,p,p
5986,f,b,s,p,e,p
5987,f,g,k,p,l,p
5988,f,h,f,p,p,p
5989,f,h,s,p,p,p
5990,f,b,s,p,e,p
5991,f,p,k,p,l,p
5992,f,b,k,p,e,p
5993,f,g,s,p,p,p
5994,f,g,k,p,l,p
5995,f,b,k,p,e,p
5996,f,b,k,p,e,p
5997,f,e,s,p,e,e
5998,f,p,s,p,f,e
5999,f,p,s,p,p,p
6000,f,g,k,p,l,p
6001,f,b,k,p,e,p
6002,f,b,k,p,e,p
6003,f,b,s,p,e,p
6004,f,b,k,p,e,p
6005,f,b,k,p,e,p
6006,f,b,s,p,e,p
6007,f,b,k,p,e,p
6008,f,b,s,p,e,p
6009,f,b,s,p,e,p
6010,f,b,s,p,e,p
6011,f,b,k,p,e,p
6012,f,b,s,p,e,p
6013,f,b,k,p,e,p
6014,f,b,k,p,e,p
6015,f,b,k,p,e,p
6016,f,b,s,p,e,p
6017,f,b,s,p,e,p
6018,f,b,k,p,e,p
6019,f,b,k,p,e,p
6020,f,b,s,p,e,p
6021,f,b,s,p,e,p
6022,f,b,k,p,e,p
6023,f,b,k,p,e,p
6024,f,b,s,p,e,p
6025,f,b,k,p,e,p
6026,f,b,k,p,e,p
6027,f,b,k,p,e,p
6028,f,b,k,p,e,p
6029,f,b,k,p,e,p
6030,f,b,s,p,e,p
6031,f,b,k,p,e,p
6032,f,b,s,p,e,p
6033,f,b,k,p,e,p
6034,f,b,s,p,e,p
6035,f,b,k,p,e,p
6036,f,b,s,p,e,p
6037,f,b,k,p,e,p
6038,f,b,k,p,e,p
6039,a,y,s,p,p,e
6040,f,b,k,p,e,p
6041,a,o,s,p,p,e
6042,f,b,s,p,e,p
6043,f,b,k,p,e,p
6044,f,b,s,p,e,p
6045,f,b,k,p,e,p
6046,f,b,s,p,e,p
6047,f,b,s,p,e,p
6048,f,b,s,p,e,p
6049,f,b,s,p,e,p
6050,f,b,k,p,e,p
6051,f,b,s,p,e,p
6052,f,b,s,p,e,p
6053,f,b,k,p,e,p
6054,f,b,s,p,e,p
6055,f,b,s,p,e,p
6056,f,b,k,p,e,p
6057,f,b,s,p,e,p
6058,f,b,k,p,e,p
6059,f,b,k,p,e,p
6060,f,b,s,p,e,p
6061,f,b,k,p,e,p
6062,f,b,s,p,e,p
6063,f,b,s,p,e,p
6064,f,b,k,p,e,p
6065,f,b,s,p,e,p
6066,f,b,s,p,e,p
6067,f,b,s,p,e,p
6068,f,b,s,p,e,p
6069,f,w,k,p,p,e
6070,f,b,s,p,e,p
6071,f,b,s,p,e,p
6072,f,b,s,p,e,p
6073,f,b,s,p,e,p
6074,f,b,s,p,e,p
6075,f,b,k,p,e,p
6076,f,b,k,p,e,p
6077,f,b,s,p,e,p
6078,f,b,k,p,e,p
6079,f,b,k,p,e,p
6080,f,b,k,p,e,p
6081,f,b,k,p,e,p
6082,f,b,k,p,e,p
6083,f,b,k,p,e,p
6084,f,b,s,p,e,p
6085,f,b,k,p,e,p
6086,f,b,k,p,e,p
6087,f,b,k,p,e,p
6088,f,b,s,p,e,p
6089,f,b,s,p,e,p
6090,f,b,s,p,e,p
6091,f,b,s,p,e,p
6092,f,b,s,p,e,p
6093,f,b,k,p,e,p
6094,f,b,s,p,e,p
6095,f,b,s,p,e,p
6096,f,b,s,p,e,p
6097,f,b,s,p,e,p
6098,f,b,s,p,e,p
6099,f,b,s,p,e,p
6100,f,b,k,p,e,p
6101,f,b,s,p,e,p
6102,f,b,s,p,e,p
6103,f,b,s,p,e,p
6104,f,b,k,p,e,p
6105,f,b,s,p,e,p
6106,f,b,s,p,e,p
6107,f,b,s,p,e,p
6108,f,b,k,p,e,p
6109,f,b,k,p,e,p
6110,f,b,s,p,e,p
6111,f,b,k,p,e,p
6112,f,b,k,p,e,p
6113,f,b,k,p,e,p
6114,f,b,s,p,e,p
6115,f,b,k,p,e,p
6116,f,b,s,p,e,p
6117,f,b,s,p,e,p
6118,f,b,s,p,e,p
6119,f,b,s,p,e,p
6120,f,b,k,p,e,p
6121,f,w,s,p,p,e
6122,f,b,s,p,e,p
6123,f,b,s,p,e,p
6124,f,b,s,p,e,p
6125,f,b,s,p,e,p
6126,f,b,s,p,e,p
6127,f,b,s,p,e,p
6128,f,b,k,p,e,p
6129,f,b,k,p,e,p
6130,f,b,k,p,e,p
6131,f,b,k,p,e,p
6132,f,b,k,p,e,p
6133,f,b,s,p,e,p
6134,f,b,k,p,e,p
6135,f,b,k,p,e,p
6136,f,b,s,p,e,p
6137,f,b,s,p,e,p
6138,f,b,s,p,e,p
6139,f,b,k,p,e,p
6140,f,b,s,p,e,p
6141,f,b,k,p,e,p
6142,f,b,s,p,e,p
6143,f,g,s,p,p,e
6144,f,b,s,p,e,p
6145,f,b,k,p,e,p
6146,f,b,k,p,e,p
6147,f,b,s,p,e,p
6148,f,g,k,p,p,e
6149,f,b,k,p,e,p
6150,f,b,k,p,e,p
6151,f,b,s,p,e,p
6152,f,b,k,p,e,p
6153,f,b,s,p,e,p
6154,f,b,k,p,e,p
6155,f,b,k,p,e,p
6156,f,b,s,p,e,p
6157,f,b,s,p,e,p
6158,f,b,s,p,e,p
6159,f,b,k,p,e,p
6160,f,b,s,p,e,p
6161,f,b,s,p,e,p
6162,f,b,k,p,e,p
6163,f,b,s,p,e,p
6164,f,b,s,p,e,p
6165,f,b,s,p,e,p
6166,f,b,s,p,e,p
6167,f,b,k,p,e,p
6168,f,b,s,p,e,p
6169,f,b,s,p,e,p
6170,f,b,s,p,e,p
6171,f,b,k,p,e,p
6172,f,b,k,p,e,p
6173,f,b,s,p,e,p
6174,f,b,k,p,e,p
6175,f,b,s,p,e,p
6176,f,b,s,p,e,p
6177,f,b,k,p,e,p
6178,f,b,s,p,e,p
6179,f,b,k,p,e,p
6180,f,b,s,p,e,p
6181,f,b,s,p,e,p
6182,f,b,k,p,e,p
6183,f,b,k,p,e,p
6184,f,b,k,p,e,p
6185,f,b,k,p,e,p
6186,f,b,k,p,e,p
6187,f,b,k,p,e,p
6188,f,b,k,p,e,p
6189,f,b,s,p,e,p
6190,f,b,k,p,e,p
6191,f,b,s,p,e,p
6192,f,b,s,p,e,p
6193,f,b,s,p,e,p
6194,f,b,k,p,e,p
6195,f,w,s,p,p,e
6196,f,b,k,p,e,p
6197,f,b,k,p,e,p
6198,f,b,s,p,e,p
6199,f,b,k,p,e,p
6200,f,b,s,p,e,p
6201,f,b,k,p,e,p
6202,f,b,k,p,e,p
6203,f,b,k,p,e,p
6204,f,g,k,p,p,e
6205,f,b,k,p,e,p
6206,f,b,s,p,e,p
6207,f,b,k,p,e,p
6208,f,b,k,p,e,p
6209,f,b,k,p,e,p
6210,f,b,k,p,e,p
6211,f,b,k,p,e,p
6212,f,b,s,p,e,p
6213,f,b,s,p,e,p
6214,f,b,s,p,e,p
6215,f,p,k,p,p,e
6216,f,b,s,p,e,p
6217,f,b,s,p,e,p
6218,f,b,s,p,e,p
6219,f,b,s,p,e,p
6220,f,g,s,p,p,e
6221,f,b,s,p,e,p
6222,f,b,k,p,e,p
6223,f,b,s,p,e,p
6224,f,b,k,p,e,p
6225,f,b,k,p,e,p
6226,f,b,k,p,e,p
6227,f,b,s,p,e,p
6228,f,b,k,p,e,p
6229,f,b,s,p,e,p
6230,f,b,s,p,e,p
6231,f,b,s,p,e,p
6232,f,b,s,p,e,p
6233,f,b,s,p,e,p
6234,f,b,k,p,e,p
6235,f,b,s,p,e,p
6236,f,b,k,p,e,p
6237,f,b,k,p,e,p
6238,f,b,s,p,e,p
6239,f,b,k,p,e,p
6240,f,b,s,p,e,p
6241,f,b,s,p,e,p
6242,f,b,s,p,e,p
6243,f,b,s,p,e,p
6244,f,b,s,p,e,p
6245,f,b,k,p,e,p
6246,f,b,k,p,e,p
6247,f,b,s,p,e,p
6248,f,b,s,p,e,p
6249,f,b,k,p,e,p
6250,f,b,k,p,e,p
6251,f,b,k,p,e,p
6252,f,b,s,p,e,p
6253,f,b,k,p,e,p
6254,f,b,s,p,e,p
6255,f,b,k,p,e,p
6256,f,b,s,p,e,p
6257,f,b,k,p,e,p
6258,f,b,s,p,e,p
6259,f,b,s,p,e,p
6260,f,b,k,p,e,p
6261,f,b,s,p,e,p
6262,f,g,k,p,p,e
6263,f,b,k,p,e,p
6264,f,b,s,p,e,p
6265,f,b,s,p,e,p
6266,f,b,k,p,e,p
6267,f,b,k,p,e,p
6268,f,b,s,p,e,p
6269,f,b,s,p,e,p
6270,f,b,s,p,e,p
6271,f,b,k,p,e,p
6272,f,b,s,p,e,p
6273,f,b,s,p,e,p
6274,f,b,s,p,e,p
6275,f,b,s,p,e,p
6276,f,b,k,p,e,p
6277,f,b,k,p,e,p
6278,f,b,k,p,e,p
6279,f,b,k,p,e,p
6280,f,p,k,p,p,e
6281,f,b,k,p,e,p
6282,f,b,s,p,e,p
6283,f,b,s,p,e,p
6284,f,b,s,p,e,p
6285,f,b,k,p,e,p
6286,f,b,s,p,e,p
6287,f,b,k,p,e,p
6288,f,b,s,p,e,p
6289,f,b,s,p,e,p
6290,f,b,k,p,e,p
6291,f,b,k,p,e,p
6292,f,b,k,p,e,p
6293,f,b,s,p,e,p
6294,f,b,k,p,e,p
6295,f,b,s,p,e,p
6296,f,b,s,p,e,p
6297,f,b,k,p,e,p
6298,f,b,k,p,e,p
6299,f,b,k,p,e,p
6300,f,b,k,p,e,p
6301,f,b,s,p,e,p
6302,f,b,k,p,e,p
6303,f,b,s,p,e,p
6304,f,b,s,p,e,p
6305,f,b,k,p,e,p
6306,f,b,k,p,e,p
6307,f,b,s,p,e,p
6308,f,b,s,p,e,p
6309,f,b,s,p,e,p
6310,f,b,s,p,e,p
6311,f,b,k,p,e,p
6312,f,b,s,p,e,p
6313,f,b,s,p,e,p
6314,f,b,k,p,e,p
6315,f,b,k,p,e,p
6316,f,b,k,p,e,p
6317,f,b,k,p,e,p
6318,f,b,s,p,e,p
6319,f,b,s,p,e,p
6320,f,b,s,p,e,p
6321,f,b,k,p,e,p
6322,f,b,k,p,e,p
6323,f,b,k,p,e,p
6324,f,b,k,p,e,p
6325,f,b,k,p,e,p
6326,f,b,k,p,e,p
6327,f,b,k,p,e,p
6328,f,b,s,p,e,p
6329,f,b,s,p,e,p
6330,f,b,s,p,e,p
6331,f,b,s,p,e,p
6332,f,w,s,p,p,e
6333,f,b,s,p,e,p
6334,f,b,k,p,e,p
6335,f,b,k,p,e,p
6336,f,b,k,p,e,p
6337,f,b,k,p,e,p
6338,f,b,s,p,e,p
6339,f,b,k,p,e,p
6340,f,b,k,p,e,p
6341,f,b,s,p,e,p
6342,f,b,k,p,e,p
6343,f,b,k,p,e,p
6344,f,b,k,p,e,p
6345,f,b,k,p,e,p
6346,f,b,s,p,e,p
6347,f,b,s,p,e,p
6348,f,b,k,p,e,p
6349,f,b,s,p,e,p
6350,f,b,k,p,e,p
6351,f,b,k,p,e,p
6352,f,b,s,p,e,p
6353,f,b,k,p,e,p
6354,f,b,k,p,e,p
6355,f,b,k,p,e,p
6356,f,b,s,p,e,p
6357,f,b,k,p,e,p
6358,f,b,k,p,e,p
6359,f,b,s,p,e,p
6360,f,b,k,p,e,p
6361,f,b,s,p,e,p
6362,f,b,s,p,e,p
6363,f,b,s,p,e,p
6364,f,b,s,p,e,p
6365,f,b,s,p,e,p
6366,f,b,k,p,e,p
6367,f,p,k,p,p,e
6368,f,b,s,p,e,p
6369,f,b,k,p,e,p
6370,f,b,k,p,e,p
6371,f,b,k,p,e,p
6372,f,b,k,p,e,p
6373,f,b,s,p,e,p
6374,f,b,s,p,e,p
6375,f,b,k,p,e,p
6376,a,o,s,p,p,e
6377,f,b,k,p,e,p
6378,f,b,k,p,e,p
6379,f,b,k,p,e,p
6380,f,b,s,p,e,p
6381,f,b,k,p,e,p
6382,f,b,k,p,e,p
6383,f,b,k,p,e,p
6384,f,b,k,p,e,p
6385,f,b,k,p,e,p
6386,f,b,k,p,e,p
6387,f,b,k,p,e,p
6388,f,b,k,p,e,p
6389,f,b,k,p,e,p
6390,f,b,k,p,e,p
6391,f,b,k,p,e,p
6392,f,b,k,p,e,p
6393,f,b,k,p,e,p
6394,f,b,k,p,e,p
6395,f,b,s,p,e,p
6396,f,b,s,p,e,p
6397,f,g,k,p,p,e
6398,f,b,s,p,e,p
6399,f,b,s,p,e,p
6400,f,b,s,p,e,p
6401,f,b,s,p,e,p
6402,f,b,s,p,e,p
6403,f,b,s,p,e,p
6404,f,g,k,p,p,e
6405,f,b,k,p,e,p
6406,f,b,s,p,e,p
6407,f,w,s,p,p,e
6408,f,b,s,p,e,p
6409,f,b,k,p,e,p
6410,f,b,s,p,e,p
6411,f,b,k,p,e,p
6412,f,b,k,p,e,p
6413,f,b,k,p,e,p
6414,f,b,s,p,e,p
6415,f,b,s,p,e,p
6416,f,w,k,p,n,p
6417,f,b,s,p,e,p
6418,f,b,s,p,e,p
6419,f,b,k,p,e,p
6420,f,b,s,p,e,p
6421,f,b,k,p,e,p
6422,f,b,s,p,e,p
6423,f,b,k,p,e,p
6424,f,b,s,p,e,p
6425,a,n,s,p,p,e
6426,f,b,s,p,e,p
6427,f,b,s,p,e,p
6428,f,b,s,p,e,p
6429,f,b,k,p,e,p
6430,f,b,k,p,e,p
6431,f,b,k,p,e,p
6432,f,b,s,p,e,p
6433,f,b,s,p,e,p
6434,f,b,s,p,e,p
6435,a,n,s,p,p,e
6436,f,b,k,p,e,p
6437,f,b,s,p,e,p
6438,f,b,s,p,e,p
6439,f,b,k,p,e,p
6440,f,b,k,p,e,p
6441,f,b,k,p,e,p
6442,f,b,s,p,e,p
6443,f,b,s,p,e,p
6444,f,b,s,p,e,p
6445,f,b,k,p,e,p
6446,f,b,s,p,e,p
6447,f,b,s,p,e,p
6448,f,b,k,p,e,p
6449,f,b,s,p,e,p
6450,f,g,s,p,p,e
6451,f,b,s,p,e,p
6452,f,b,s,p,e,p
6453,f,b,s,p,e,p
6454,f,b,k,p,e,p
6455,f,b,k,p,e,p
6456,f,b,k,p,e,p
6457,f,b,k,p,e,p
6458,f,b,s,p,e,p
6459,f,b,k,p,e,p
6460,f,b,k,p,e,p
6461,f,b,k,p,e,p
6462,f,b,s,p,e,p
6463,f,b,k,p,e,p
6464,f,b,s,p,e,p
6465,f,b,s,p,e,p
6466,f,b,k,p,e,p
6467,f,b,k,p,e,p
6468,f,b,k,p,e,p
6469,f,b,k,p,e,p
6470,f,b,k,p,e,p
6471,f,b,s,p,e,p
6472,f,b,k,p,e,p
6473,f,b,s,p,e,p
6474,f,b,s,p,e,p
6475,f,b,k,p,e,p
6476,f,b,s,p,e,p
6477,f,b,k,p,e,p
6478,f,b,s,p,e,p
6479,f,b,s,p,e,p
6480,f,b,k,p,e,p
6481,f,b,s,p,e,p
6482,f,b,s,p,e,p
6483,f,b,k,p,e,p
6484,f,b,k,p,e,p
6485,f,b,k,p,e,p
6486,f,b,k,p,e,p
6487,f,b,s,p,e,p
6488,f,b,k,p,e,p
6489,f,b,s,p,e,p
6490,f,b,s,p,e,p
6491,f,b,k,p,e,p
6492,f,b,s,p,e,p
6493,f,b,k,p,e,p
6494,f,b,k,p,e,p
6495,f,b,s,p,e,p
6496,f,b,k,p,e,p
6497,f,b,k,p,e,p
6498,f,b,s,p,e,p
6499,f,b,k,p,e,p
6500,f,b,k,p,e,p
6501,f,b,k,p,e,p
6502,f,b,s,p,e,p
6503,f,b,s,p,e,p
6504,f,b,k,p,e,p
6505,f,b,s,p,e,p
6506,f,b,k,p,e,p
6507,f,b,s,p,e,p
6508,f,b,s,p,e,p
6509,f,b,s,p,e,p
6510,f,p,k,p,p,e
6511,f,b,k,p,e,p
6512,f,b,s,p,e,p
6513,f,b,k,p,e,p
6514,f,b,s,p,e,p
6515,f,b,s,p,e,p
6516,f,b,k,p,e,p
6517,f,b,k,p,e,p
6518,f,p,s,p,p,e
6519,f,b,k,p,e,p
6520,f,b,s,p,e,p
6521,f,b,s,p,e,p
6522,f,b,k,p,e,p
6523,f,b,k,p,e,p
6524,f,b,k,p,e,p
6525,f,b,k,p,e,p
6526,f,b,k,p,e,p
6527,f,b,k,p,e,p
6528,f,b,k,p,e,p
6529,f,b,k,p,e,p
6530,f,b,k,p,e,p
6531,f,p,s,p,p,e
6532,f,b,s,p,e,p
6533,f,b,s,p,e,p
6534,f,b,k,p,e,p
6535,f,b,s,p,e,p
6536,f,b,s,p,e,p
6537,f,b,k,p,e,p
6538,f,b,s,p,e,p
6539,f,b,s,p,e,p
6540,f,b,s,p,e,p
6541,f,b,s,p,e,p
6542,f,b,k,p,e,p
6543,f,b,k,p,e,p
6544,f,b,s,p,e,p
6545,f,b,k,p,e,p
6546,f,b,s,p,e,p
6547,f,b,s,p,e,p
6548,f,b,k,p,e,p
6549,f,b,k,p,e,p
6550,f,b,k,p,e,p
6551,f,b,s,p,e,p
6552,f,b,s,p,e,p
6553,f,b,s,p,e,p
6554,f,b,k,p,e,p
6555,f,b,s,p,e,p
6556,f,b,s,p,e,p
6557,f,b,s,p,e,p
6558,f,b,k,p,e,p
6559,a,n,s,p,p,e
6560,f,b,s,p,e,p
6561,f,b,s,p,e,p
6562,f,b,s,p,e,p
6563,f,b,k,p,e,p
6564,f,b,s,p,e,p
6565,f,b,k,p,e,p
6566,f,b,k,p,e,p
6567,f,b,s,p,e,p
6568,f,b,s,p,e,p
6569,f,b,s,p,e,p
6570,f,b,s,p,e,p
6571,f,b,s,p,e,p
6572,f,b,k,p,e,p
6573,f,b,k,p,e,p
6574,f,b,k,p,e,p
6575,f,b,k,p,e,p
