id,cap-surface,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-color-below-ring,ring-number,ring-type
4759,y,f,f,c,b,b,b,o,l
4760,y,f,f,c,b,b,n,o,l
4761,f,f,f,c,b,b,b,o,l
4762,y,f,f,c,b,b,n,o,l
4763,y,f,f,c,b,b,b,o,l
4764,y,f,f,c,b,b,p,o,l
4765,y,f,f,c,b,b,p,o,l
4766,f,f,f,c,b,b,b,o,l
4767,y,f,f,c,b,b,b,o,l
4768,f,f,f,c,b,b,b,o,l
4769,f,f,f,c,b,b,b,o,l
4770,y,f,f,c,b,b,n,o,l
4771,f,f,f,c,b,b,p,o,l
4772,y,f,f,c,b,b,n,o,l
4773,f,f,f,c,b,b,b,o,l
4774,y,f,f,c,b,b,p,o,l
4775,f,f,f,c,b,b,n,o,l
4776,y,f,f,c,b,b,n,o,l
4777,f,f,f,c,b,b,p,o,l
4778,s,n,f,c,b,?,w,t,e
4779,f,f,f,c,b,b,p,o,l
4780,s,c,f,w,n,b,w,o,p
4781,f,f,f,c,b,b,p,o,l
4782,f,f,f,c,b,b,p,o,l
4783,f,f,f,c,b,b,b,o,l
4784,f,n,f,c,b,b,p,o,p
4785,y,f,f,c,b,b,n,o,l
4786,f,f,f,c,b,b,p,o,l
4787,y,f,f,c,b,b,p,o,l
4788,f,f,f,c,b,b,p,o,l
4789,y,n,f,c,b,b,w,o,p
4790,y,f,f,c,b,b,b,o,l
4791,f,f,f,c,b,b,b,o,l
4792,y,f,f,c,b,b,n,o,l
4793,f,f,f,c,b,b,n,o,l
4794,y,f,f,c,b,b,p,o,l
4795,y,f,f,c,b,b,p,o,l
4796,f,f,f,c,b,b,p,o,l
4797,y,f,f,c,b,b,n,o,l
4798,y,f,f,c,b,b,n,o,l
4799,y,f,f,c,b,b,n,o,l
4800,f,n,f,c,b,b,w,o,p
4801,s,f,f,c,b,b,w,o,p
4802,y,f,f,c,n,?,w,o,e
4803,s,f,f,c,b,b,w,o,p
4804,y,f,f,c,b,b,n,o,l
4805,y,f,f,c,b,b,p,o,l
4806,y,f,f,c,b,b,p,o,l
4807,y,n,f,c,b,?,e,t,e
4808,y,f,f,c,b,b,n,o,l
4809,f,f,f,c,b,b,n,o,l
4810,f,f,f,c,b,b,b,o,l
4811,y,f,f,c,b,b,b,o,l
4812,f,f,f,c,b,b,b,o,l
4813,y,n,f,c,b,?,e,t,e
4814,y,f,f,c,b,b,n,o,l
4815,f,n,f,c,n,?,n,o,e
4816,f,f,f,c,b,b,p,o,l
4817,f,f,f,c,b,b,b,o,l
4818,y,s,f,c,n,?,p,o,e
4819,f,f,f,c,b,b,p,o,l
4820,f,f,f,c,b,b,b,o,l
4821,s,f,f,c,b,b,w,o,p
4822,f,f,f,c,b,b,n,o,l
4823,y,f,f,c,b,b,n,o,l
4824,f,f,f,c,b,b,p,o,l
4825,y,n,f,c,b,?,e,t,e
4826,y,f,f,c,b,b,p,o,l
4827,f,n,f,c,n,?,n,o,e
4828,y,f,f,c,b,b,n,o,l
4829,s,f,f,c,b,b,w,o,p
4830,y,f,f,c,b,b,p,o,l
4831,f,f,f,c,b,b,b,o,l
4832,y,n,f,c,b,?,w,t,e
4833,f,f,f,c,b,b,p,o,l
4834,f,f,f,c,b,b,n,o,l
4835,y,n,f,w,n,b,n,o,e
4836,s,c,f,c,n,b,w,o,p
4837,f,f,f,c,b,b,n,o,l
4838,f,f,f,c,b,b,b,o,l
4839,f,f,f,c,b,b,n,o,l
4840,y,f,f,c,b,b,b,o,l
4841,s,n,f,c,b,b,w,t,p
4842,s,f,f,c,b,b,w,o,p
4843,y,n,f,c,b,b,p,o,p
4844,s,n,f,c,b,b,w,t,p
4845,y,n,f,c,b,?,e,t,e
4846,s,f,f,c,b,b,w,o,p
4847,y,n,f,c,b,?,w,t,e
4848,y,f,f,c,b,b,b,o,l
4849,s,f,f,c,b,b,w,o,p
4850,y,f,f,c,b,b,n,o,l
4851,y,f,f,c,b,b,n,o,l
4852,y,f,f,c,b,b,b,o,l
4853,f,f,f,c,b,b,p,o,l
4854,y,f,f,c,b,b,b,o,l
4855,y,f,f,c,b,b,n,o,l
4856,f,f,f,c,b,b,n,o,l
4857,y,f,f,c,b,b,b,o,l
4858,f,f,f,c,b,b,n,o,l
4859,s,n,f,c,b,?,w,t,e
4860,y,n,f,c,b,?,w,t,e
4861,s,n,f,c,b,?,w,t,e
4862,y,f,f,c,b,b,b,o,l
4863,f,n,f,c,b,b,p,o,p
4864,f,f,f,c,b,b,n,o,l
4865,y,f,f,c,b,b,p,o,l
4866,s,f,f,c,b,b,w,o,p
4867,f,f,f,c,b,b,p,o,l
4868,f,f,f,c,b,b,b,o,l
4869,f,f,f,c,b,b,p,o,l
4870,y,f,f,c,n,?,w,o,e
4871,f,f,f,c,b,b,n,o,l
4872,y,n,f,c,b,?,w,t,e
4873,y,n,f,c,b,b,p,o,p
4874,y,f,f,c,b,b,b,o,l
4875,y,f,f,c,b,b,p,o,l
4876,f,f,f,c,b,b,n,o,l
4877,f,n,f,c,b,b,w,o,p
4878,y,f,f,c,b,b,b,o,l
4879,f,f,f,c,b,b,b,o,l
4880,f,f,f,c,b,b,n,o,l
4881,y,f,f,c,b,b,b,o,l
4882,y,f,f,c,b,b,b,o,l
4883,y,n,f,c,b,b,w,t,p
4884,f,f,f,c,b,b,p,o,l
4885,y,f,f,c,n,?,w,o,e
4886,f,f,f,c,b,b,p,o,l
4887,y,f,f,c,b,b,n,o,l
4888,y,f,f,c,b,b,n,o,l
4889,y,n,f,c,b,?,e,t,e
4890,s,f,f,c,b,b,w,o,p
4891,y,f,f,c,b,b,p,o,l
4892,y,f,f,c,b,b,b,o,l
4893,f,f,f,c,b,b,p,o,l
4894,s,f,f,c,b,b,w,o,p
4895,f,c,f,c,n,b,w,o,p
4896,f,f,f,c,b,b,n,o,l
4897,y,f,f,c,b,b,p,o,l
4898,y,f,f,c,b,b,n,o,l
4899,y,n,f,c,n,?,w,o,f
4900,y,n,f,c,n,?,w,o,f
4901,f,f,f,c,b,b,b,o,l
4902,y,f,f,c,b,b,n,o,l
4903,y,f,f,c,b,b,p,o,l
4904,y,y,f,c,n,?,w,o,e
4905,y,y,f,c,n,?,w,o,e
4906,y,f,f,c,b,b,b,o,l
4907,y,f,f,c,b,b,b,o,l
4908,f,f,f,c,b,b,n,o,l
4909,y,f,f,c,b,b,b,o,l
4910,y,f,f,c,b,b,p,o,l
4911,f,f,f,c,b,b,b,o,l
4912,s,n,f,c,b,?,e,t,e
4913,f,f,f,c,b,b,n,o,l
4914,y,f,f,c,b,b,p,o,l
4915,s,f,f,c,b,b,w,o,p
4916,f,f,f,c,b,b,p,o,l
4917,y,f,f,c,b,b,n,o,l
4918,f,f,f,c,b,b,b,o,l
4919,s,f,f,c,b,b,w,o,p
4920,y,f,f,c,b,b,p,o,l
4921,f,f,f,c,b,b,n,o,l
4922,s,c,f,c,n,b,w,o,p
4923,y,f,f,c,b,b,b,o,l
4924,y,n,f,c,b,b,w,o,p
4925,f,f,f,c,b,b,p,o,l
4926,y,f,f,c,b,b,p,o,l
4927,s,n,f,c,b,?,w,t,e
4928,f,f,f,c,b,b,p,o,l
4929,f,f,f,c,b,b,p,o,l
4930,y,f,f,c,b,b,b,o,l
4931,f,n,f,w,n,b,n,o,e
4932,y,n,f,c,b,?,e,t,e
4933,y,f,f,c,b,b,n,o,l
4934,f,f,f,c,b,b,b,o,l
4935,s,f,f,c,b,b,w,o,p
4936,y,f,f,c,b,b,b,o,l
4937,y,f,f,c,b,b,n,o,l
4938,y,f,f,c,b,b,b,o,l
4939,y,s,f,c,n,?,w,o,e
4940,s,n,f,c,b,?,w,t,e
4941,f,f,f,c,b,b,p,o,l
4942,f,f,f,c,b,b,p,o,l
4943,y,f,f,c,b,b,b,o,l
4944,f,f,f,c,b,b,n,o,l
4945,y,f,f,c,b,b,n,o,l
4946,s,n,f,c,b,?,e,t,e
4947,y,n,f,c,n,?,n,o,e
4948,y,f,f,c,b,b,n,o,l
4949,f,f,f,c,b,b,p,o,l
4950,y,f,f,c,b,b,b,o,l
4951,s,f,f,c,b,b,w,o,p
4952,s,n,f,c,b,?,w,t,e
4953,s,f,f,c,b,b,w,o,p
4954,y,f,f,c,b,b,n,o,l
4955,f,f,f,c,b,b,b,o,l
4956,y,f,f,c,b,b,n,o,l
4957,y,f,f,c,b,b,b,o,l
4958,f,f,f,c,b,b,n,o,l
4959,s,f,f,c,b,b,w,o,p
4960,f,f,f,c,b,b,p,o,l
4961,y,f,f,c,b,b,n,o,l
4962,f,f,f,c,b,b,b,o,l
4963,y,f,f,c,b,b,p,o,l
4964,s,f,f,c,b,b,w,o,p
4965,s,n,f,c,b,?,e,t,e
4966,s,n,f,c,b,?,e,t,e
4967,s,n,f,c,b,?,w,t,e
4968,y,n,f,c,b,b,w,t,p
4969,y,f,f,c,b,b,p,o,l
4970,y,f,f,c,b,b,b,o,l
4971,f,f,f,c,b,b,p,o,l
4972,f,f,f,c,b,b,p,o,l
4973,f,f,f,c,b,b,n,o,l
4974,f,f,f,c,b,b,b,o,l
4975,y,f,f,c,b,b,p,o,l
4976,y,f,f,c,b,b,b,o,l
4977,f,f,f,c,b,b,b,o,l
4978,y,f,f,c,b,b,n,o,l
4979,y,f,f,c,b,b,b,o,l
4980,y,f,f,c,b,b,n,o,l
4981,y,f,f,c,b,b,n,o,l
4982,f,f,f,c,b,b,p,o,l
4983,y,f,f,c,b,b,p,o,l
4984,y,f,f,c,b,b,n,o,l
4985,y,n,f,c,n,?,w,o,f
4986,f,f,f,c,b,b,b,o,l
4987,y,y,f,c,n,?,p,o,e
4988,y,f,f,c,b,b,n,o,l
4989,y,f,f,c,b,b,n,o,l
4990,y,f,f,c,b,b,n,o,l
4991,f,f,f,c,b,b,b,o,l
4992,f,f,f,c,b,b,p,o,l
4993,y,f,f,c,b,b,p,o,l
4994,s,n,f,c,b,?,w,t,e
4995,f,f,f,c,b,b,p,o,l
4996,y,f,f,c,b,b,p,o,l
4997,s,n,f,c,b,?,e,t,e
4998,f,f,f,c,b,b,n,o,l
4999,y,f,f,c,b,b,b,o,l
5000,y,f,f,c,n,?,p,o,e
5001,f,f,f,c,b,b,n,o,l
5002,y,n,f,c,n,?,n,o,e
5003,s,n,f,c,b,b,w,t,p
5004,f,f,f,c,b,b,b,o,l
5005,y,f,f,c,b,b,b,o,l
5006,y,n,f,c,n,?,w,o,f
5007,f,f,f,c,b,b,n,o,l
5008,y,f,f,c,b,b,p,o,l
5009,f,f,f,c,b,b,p,o,l
5010,y,f,f,c,b,b,p,o,l
5011,y,n,f,c,b,?,w,t,e
5012,f,f,f,c,b,b,p,o,l
5013,y,f,f,c,b,b,n,o,l
5014,y,f,f,c,b,b,b,o,l
5015,y,f,f,c,b,b,n,o,l
5016,s,n,f,c,b,?,e,t,e
5017,y,f,f,c,b,b,b,o,l
5018,y,f,f,c,b,b,b,o,l
5019,f,f,f,c,b,b,n,o,l
5020,f,f,f,c,b,b,p,o,l
5021,s,f,f,c,b,b,w,o,p
5022,s,c,f,c,n,b,w,o,p
5023,y,f,f,c,b,b,b,o,l
5024,y,n,f,c,n,?,w,o,f
5025,f,f,f,c,b,b,p,o,l
5026,y,f,f,c,b,b,p,o,l
5027,f,f,f,c,b,b,p,o,l
5028,f,f,f,c,b,b,b,o,l
5029,s,f,f,c,b,b,w,o,p
5030,y,f,f,c,b,b,n,o,l
5031,f,f,f,c,b,b,n,o,l
5032,f,f,f,c,b,b,n,o,l
5033,y,f,f,c,b,b,b,o,l
5034,y,f,f,c,b,b,b,o,l
5035,y,f,f,c,b,b,b,o,l
5036,f,f,f,c,b,b,p,o,l
5037,y,f,f,c,b,b,n,o,l
5038,f,f,f,c,b,b,n,o,l
5039,f,f,f,c,b,b,n,o,l
5040,y,f,f,c,b,b,p,o,l
5041,f,f,f,c,b,b,p,o,l
5042,y,s,f,c,n,?,w,o,e
5043,f,f,f,c,b,b,b,o,l
5044,y,f,f,c,b,b,p,o,l
5045,s,f,f,c,b,b,w,o,p
5046,f,f,f,c,b,b,p,o,l
5047,y,f,f,c,b,b,p,o,l
5048,f,f,f,c,b,b,n,o,l
5049,f,f,f,c,b,b,n,o,l
5050,y,f,f,c,b,b,p,o,l
5051,y,f,f,c,b,b,b,o,l
5052,y,y,f,c,n,?,w,o,e
5053,y,n,f,c,b,?,w,t,e
5054,y,n,f,c,b,?,w,t,e
5055,y,f,f,c,b,b,p,o,l
5056,f,f,f,c,b,b,p,o,l
5057,y,f,f,c,b,b,b,o,l
5058,y,f,f,c,b,b,p,o,l
5059,s,f,f,c,b,b,w,o,p
5060,y,f,f,c,b,b,p,o,l
5061,s,f,f,c,b,b,w,o,p
5062,f,f,f,c,b,b,n,o,l
5063,y,f,f,c,b,b,p,o,l
5064,s,f,f,c,b,b,w,o,p
5065,s,f,f,c,b,b,w,o,p
5066,s,f,f,c,b,b,w,o,p
5067,f,f,f,c,b,b,b,o,l
5068,y,f,f,c,b,b,b,o,l
5069,f,f,f,c,b,b,n,o,l
5070,f,f,f,c,b,b,b,o,l
5071,y,n,f,c,n,?,w,o,f
5072,s,n,f,c,b,?,w,t,e
5073,y,f,f,c,b,b,p,o,l
5074,f,f,f,c,b,b,b,o,l
5075,y,y,f,c,n,?,w,o,e
5076,y,f,f,c,b,b,b,o,l
5077,f,f,f,c,b,b,p,o,l
5078,f,f,f,c,b,b,n,o,l
5079,f,f,f,c,b,b,p,o,l
5080,f,n,f,c,b,b,w,o,p
5081,y,f,f,c,b,b,b,o,l
5082,y,f,f,c,b,b,b,o,l
5083,f,f,f,c,b,b,p,o,l
5084,y,f,f,c,b,b,p,o,l
5085,f,f,f,c,b,b,b,o,l
5086,f,n,f,c,n,?,n,o,e
5087,f,f,f,c,b,b,b,o,l
5088,f,n,f,w,n,b,n,o,e
5089,f,f,f,c,b,b,n,o,l
5090,y,f,f,c,b,b,p,o,l
5091,y,f,f,c,b,b,b,o,l
5092,y,f,f,c,b,b,b,o,l
5093,f,f,f,c,b,b,p,o,l
5094,y,f,f,c,b,b,n,o,l
5095,f,f,f,c,b,b,n,o,l
5096,f,f,f,c,b,b,n,o,l
5097,y,f,f,c,b,b,b,o,l
5098,y,n,f,c,b,b,w,t,p
5099,y,n,f,c,b,?,w,t,e
5100,y,f,f,c,b,b,b,o,l
5101,f,f,f,c,b,b,p,o,l
5102,y,n,f,c,b,?,e,t,e
5103,y,f,f,c,b,b,n,o,l
5104,s,f,f,c,b,b,w,o,p
5105,y,s,f,c,n,?,w,o,e
5106,y,y,f,c,n,?,w,o,e
5107,y,y,f,c,n,?,w,o,e
5108,g,n,f,w,n,b,w,o,p
5109,s,f,f,c,b,b,w,o,p
5110,y,n,f,w,n,b,n,o,e
5111,y,f,f,c,b,b,b,o,l
5112,y,f,f,c,b,b,p,o,l
5113,y,f,f,c,b,b,p,o,l
5114,y,n,f,c,b,?,e,t,e
5115,s,f,f,c,b,b,w,o,p
5116,s,f,f,c,b,b,w,o,p
5117,y,y,f,c,n,?,p,o,e
5118,y,n,f,w,n,b,n,o,e
5119,s,f,f,c,b,b,w,o,p
5120,s,f,f,c,b,b,w,o,p
5121,s,f,f,c,b,b,w,o,p
5122,s,f,f,c,b,b,w,o,p
5123,y,n,f,w,n,b,n,o,e
5124,y,f,f,c,b,b,n,o,l
5125,s,f,f,c,b,b,w,o,p
5126,s,f,f,c,b,b,w,o,p
5127,g,n,f,w,n,b,w,o,p
5128,s,f,f,c,b,b,w,o,p
5129,g,n,f,w,n,b,w,o,p
5130,s,f,f,c,b,b,w,o,p
5131,s,f,f,c,b,b,w,o,p
5132,f,n,f,c,n,?,y,o,e
5133,y,s,f,c,n,?,p,o,e
5134,y,y,f,c,n,?,p,o,e
5135,s,n,f,c,b,?,w,t,e
5136,y,n,f,c,b,?,e,t,e
5137,s,f,f,c,b,b,w,o,p
5138,s,n,f,c,b,b,w,t,p
5139,y,f,f,c,b,b,b,o,l
5140,y,f,f,c,b,b,n,o,l
5141,s,n,f,c,b,b,w,t,p
5142,y,f,f,c,n,?,p,o,e
5143,y,y,f,c,n,?,p,o,e
5144,f,f,f,c,b,b,b,o,l
5145,s,n,f,c,b,?,w,t,e
5146,y,f,f,c,n,?,p,o,e
5147,f,f,f,c,b,b,b,o,l
5148,y,y,f,c,n,?,w,o,e
5149,f,n,f,w,n,b,n,o,e
5150,y,f,f,c,n,?,p,o,e
5151,s,n,f,c,b,?,e,t,e
5152,y,n,f,c,b,?,e,t,e
5153,y,f,f,c,b,b,b,o,l
5154,y,n,f,c,b,b,w,t,p
5155,y,n,f,c,n,?,y,o,e
5156,y,y,f,c,n,?,w,o,e
5157,s,f,f,c,b,b,w,o,p
5158,s,f,f,c,b,b,w,o,p
5159,y,f,f,c,b,b,n,o,l
5160,s,f,f,c,b,b,w,o,p
5161,y,f,f,c,n,?,w,o,e
5162,s,f,f,c,b,b,w,o,p
5163,f,n,f,c,n,?,y,o,e
5164,y,n,f,c,b,?,w,t,e
5165,s,f,f,c,b,b,w,o,p
5166,s,f,f,c,b,b,w,o,p
5167,y,n,f,c,b,?,e,t,e
5168,f,f,f,c,b,b,p,o,l
5169,f,n,f,c,n,?,n,o,e
5170,y,n,f,c,b,?,w,t,e
5171,y,f,f,c,b,b,p,o,l
5172,s,f,f,c,b,b,w,o,p
5173,s,f,f,c,b,b,w,o,p
5174,y,f,f,c,b,b,p,o,l
5175,y,f,f,c,b,b,b,o,l
5176,s,n,f,c,b,?,w,t,e
5177,s,n,f,c,b,?,e,t,e
5178,y,n,f,c,b,b,w,t,p
5179,y,n,f,w,n,b,n,o,e
5180,s,n,f,c,b,?,w,t,e
5181,s,f,f,c,b,b,w,o,p
5182,s,f,f,c,b,b,w,o,p
5183,y,f,f,c,b,b,p,o,l
5184,s,f,f,c,b,b,w,o,p
5185,s,f,f,c,b,b,w,o,p
5186,y,n,f,w,n,b,n,o,e
5187,y,y,f,c,n,?,w,o,e
5188,f,f,f,c,b,b,p,o,l
5189,y,n,f,c,n,?,w,o,f
5190,y,f,f,c,b,b,p,o,l
5191,y,n,f,c,b,b,w,t,p
5192,s,f,f,c,b,b,w,o,p
5193,y,s,f,c,n,?,w,o,e
5194,s,n,f,c,b,?,w,t,e
5195,y,f,f,c,n,?,p,o,e
5196,y,f,f,c,b,b,b,o,l
5197,s,f,f,c,b,b,w,o,p
5198,y,n,f,c,b,?,e,t,e
5199,f,f,f,c,b,b,b,o,l
5200,y,f,f,c,b,b,n,o,l
5201,f,f,f,c,b,b,p,o,l
5202,s,f,f,c,b,b,w,o,p
5203,y,f,f,c,n,?,w,o,e
5204,y,f,f,c,b,b,p,o,l
5205,f,f,f,c,b,b,n,o,l
5206,f,n,f,c,n,?,n,o,e
5207,s,n,f,c,b,?,w,t,e
5208,y,f,f,c,b,b,n,o,l
5209,y,y,f,c,n,?,w,o,e
5210,s,f,f,c,b,b,w,o,p
5211,s,n,f,c,b,?,e,t,e
5212,y,f,f,c,b,b,p,o,l
5213,y,y,f,c,n,?,p,o,e
5214,s,f,f,c,b,b,w,o,p
5215,s,f,f,c,b,b,w,o,p
5216,y,n,f,c,b,b,w,t,p
5217,y,n,f,c,b,?,w,t,e
5218,s,f,f,c,b,b,w,o,p
5219,y,y,f,c,n,?,p,o,e
5220,y,n,f,c,b,?,w,t,e
5221,y,f,f,c,b,b,p,o,l
5222,y,n,f,c,b,?,e,t,e
5223,s,f,f,c,b,b,w,o,p
5224,s,n,f,c,b,?,e,t,e
5225,y,n,f,c,n,?,n,o,e
5226,s,f,f,c,b,b,w,o,p
5227,y,f,f,c,n,?,w,o,e
5228,y,f,f,c,n,?,w,o,e
5229,s,f,f,c,b,b,w,o,p
5230,y,f,f,c,n,?,p,o,e
5231,y,n,f,c,b,?,e,t,e
5232,f,n,f,w,n,b,n,o,e
5233,y,f,f,c,b,b,n,o,l
5234,s,n,f,c,b,?,w,t,e
5235,f,f,f,c,b,b,p,o,l
5236,y,f,f,c,b,b,b,o,l
5237,s,f,f,c,b,b,w,o,p
5238,y,n,f,w,n,b,w,o,p
5239,f,n,f,w,n,b,n,o,e
5240,f,n,f,c,n,?,y,o,e
5241,s,f,f,c,b,b,w,o,p
5242,y,n,f,c,n,?,y,o,e
5243,y,f,f,c,b,b,p,o,l
5244,s,n,f,c,b,?,e,t,e
5245,y,f,f,c,b,b,p,o,l
5246,y,y,f,c,n,?,w,o,e
5247,y,f,f,c,b,b,b,o,l
5248,y,f,f,c,b,b,p,o,l
5249,y,n,f,c,b,b,w,t,p
5250,y,f,f,c,b,b,b,o,l
5251,s,f,f,c,b,b,w,o,p
5252,s,f,f,c,b,b,w,o,p
5253,y,n,f,c,b,?,e,t,e
5254,y,f,f,c,b,b,n,o,l
5255,s,f,f,c,b,b,w,o,p
5256,y,n,f,c,b,b,w,t,p
5257,s,f,f,c,b,b,w,o,p
5258,s,n,f,c,b,?,e,t,e
5259,s,f,f,c,b,b,w,o,p
5260,f,n,f,c,n,?,y,o,e
5261,s,f,f,c,b,b,w,o,p
5262,y,f,f,c,b,b,n,o,l
5263,y,n,f,c,n,?,y,o,e
5264,s,f,f,c,b,b,w,o,p
5265,s,n,f,c,b,?,w,t,e
5266,y,f,f,c,n,?,p,o,e
5267,y,y,f,c,n,?,w,o,e
5268,y,y,f,c,n,?,w,o,e
5269,s,f,f,c,b,b,w,o,p
5270,s,n,f,c,b,?,e,t,e
5271,y,f,f,c,b,b,p,o,l
5272,s,n,f,c,b,?,e,t,e
5273,s,f,f,c,b,b,w,o,p
5274,f,n,f,w,n,b,n,o,e
5275,y,s,f,c,n,?,w,o,e
5276,s,f,f,c,b,b,w,o,p
5277,s,f,f,c,b,b,w,o,p
5278,y,n,f,c,n,?,y,o,e
5279,s,n,f,c,b,b,w,t,p
5280,f,f,f,c,b,b,b,o,l
5281,y,n,f,c,b,?,w,t,e
5282,y,n,f,w,n,b,w,o,p
5283,s,f,f,c,b,b,w,o,p
5284,y,n,f,c,n,?,w,o,f
5285,y,n,f,c,n,?,w,o,f
5286,s,n,f,c,b,?,e,t,e
5287,s,f,f,c,b,b,w,o,p
5288,y,y,f,c,n,?,w,o,e
5289,y,f,f,c,b,b,b,o,l
5290,s,f,f,c,b,b,w,o,p
5291,s,f,f,c,b,b,w,o,p
5292,s,n,f,c,b,?,w,t,e
5293,y,y,f,c,n,?,p,o,e
5294,f,f,f,c,b,b,b,o,l
5295,y,f,f,c,b,b,b,o,l
5296,s,n,f,c,b,?,w,t,e
5297,s,f,f,c,b,b,w,o,p
5298,y,s,f,c,n,?,w,o,e
5299,s,f,f,c,b,b,w,o,p
5300,f,n,f,w,n,b,n,o,e
5301,s,f,f,c,b,b,w,o,p
5302,f,f,f,c,b,b,p,o,l
5303,y,n,f,c,n,?,w,o,f
5304,f,f,f,c,b,b,b,o,l
5305,y,f,f,c,n,?,p,o,e
5306,y,s,f,c,n,?,w,o,e
5307,y,n,f,c,b,?,w,t,e
5308,s,f,f,c,b,b,w,o,p
5309,y,n,f,c,b,?,e,t,e
5310,y,n,f,c,b,?,w,t,e
5311,y,f,f,c,n,?,p,o,e
5312,y,n,f,c,n,?,y,o,e
5313,y,s,f,c,n,?,p,o,e
5314,y,n,f,c,b,?,e,t,e
5315,s,f,f,c,b,b,w,o,p
5316,y,f,f,c,b,b,b,o,l
5317,y,n,f,c,b,?,w,t,e
5318,y,n,f,c,b,b,w,t,p
5319,y,n,f,w,n,b,n,o,e
5320,y,f,f,c,b,b,p,o,l
5321,s,f,f,c,b,b,w,o,p
5322,y,s,f,c,n,?,p,o,e
5323,s,f,f,c,b,b,w,o,p
5324,s,f,f,c,b,b,w,o,p
5325,y,f,f,c,n,?,w,o,e
5326,y,n,f,c,n,?,w,o,f
5327,y,s,f,c,n,?,w,o,e
5328,f,f,f,c,b,b,b,o,l
5329,y,y,f,c,n,?,p,o,e
5330,s,f,f,c,b,b,w,o,p
5331,y,f,f,c,b,b,b,o,l
5332,s,f,f,c,b,b,w,o,p
5333,y,n,f,c,n,?,n,o,e
5334,s,f,f,c,b,b,w,o,p
5335,s,f,f,c,b,b,w,o,p
5336,y,n,f,w,n,b,n,o,e
5337,s,f,f,c,b,b,w,o,p
5338,y,s,f,c,n,?,p,o,e
5339,y,n,f,c,b,b,w,t,p
5340,y,f,f,c,b,b,b,o,l
5341,s,n,f,c,b,?,e,t,e
5342,y,n,f,c,b,b,w,t,p
5343,f,n,f,c,n,?,n,o,e
5344,y,f,f,c,b,b,b,o,l
5345,f,n,f,w,n,b,n,o,e
5346,f,n,f,w,n,b,n,o,e
5347,y,y,f,c,n,?,p,o,e
5348,s,f,f,c,b,b,w,o,p
5349,s,f,f,c,b,b,w,o,p
5350,s,f,f,c,b,b,w,o,p
5351,s,f,f,c,b,b,w,o,p
5352,y,n,f,c,n,?,w,o,f
5353,y,f,f,c,b,b,b,o,l
5354,s,f,f,c,b,b,w,o,p
5355,y,f,f,c,n,?,p,o,e
5356,y,f,f,c,b,b,b,o,l
5357,s,f,f,c,b,b,w,o,p
5358,s,f,f,c,b,b,w,o,p
5359,y,f,f,c,b,b,p,o,l
5360,y,f,f,c,b,b,b,o,l
5361,y,f,f,c,n,?,w,o,e
5362,y,n,f,c,n,?,n,o,e
5363,s,n,f,c,b,?,e,t,e
5364,y,f,f,c,b,b,p,o,l
5365,s,f,f,c,b,b,w,o,p
5366,y,y,f,c,n,?,p,o,e
5367,y,f,f,c,b,b,b,o,l
5368,y,f,f,c,b,b,n,o,l
5369,s,f,f,c,b,b,w,o,p
5370,s,n,f,c,b,b,w,t,p
5371,y,f,f,c,b,b,n,o,l
5372,s,n,f,c,b,?,e,t,e
5373,s,f,f,c,b,b,w,o,p
5374,s,f,f,c,b,b,w,o,p
5375,s,f,f,c,b,b,w,o,p
5376,y,f,f,c,n,?,w,o,e
5377,y,n,f,c,b,b,w,t,p
5378,s,f,f,c,b,b,w,o,p
5379,y,n,f,c,b,?,w,t,e
5380,y,s,f,c,n,?,w,o,e
5381,y,f,f,c,b,b,b,o,l
5382,s,f,f,c,b,b,w,o,p
5383,y,n,f,c,b,?,w,t,e
5384,s,f,f,c,b,b,w,o,p
5385,f,n,f,w,n,b,n,o,e
5386,s,n,f,c,b,?,e,t,e
5387,y,n,f,w,n,b,n,o,e
5388,s,n,f,c,b,?,e,t,e
5389,s,f,f,c,b,b,w,o,p
5390,s,n,f,c,b,?,e,t,e
5391,y,n,f,c,b,?,e,t,e
5392,s,f,f,c,b,b,w,o,p
5393,s,n,f,c,b,?,w,t,e
5394,s,f,f,c,b,b,w,o,p
5395,y,n,f,c,n,?,y,o,e
5396,s,f,f,c,b,b,w,o,p
5397,f,f,f,c,b,b,p,o,l
5398,y,f,f,c,b,b,n,o,l
5399,f,n,f,c,n,?,y,o,e
5400,y,f,f,c,b,b,p,o,l
5401,y,f,f,c,b,b,b,o,l
5402,y,n,f,w,n,b,n,o,e
5403,y,y,f,c,n,?,w,o,e
5404,s,f,f,c,b,b,w,o,p
5405,y,f,f,c,n,?,w,o,e
5406,y,n,f,c,b,b,w,t,p
5407,y,f,f,c,b,b,p,o,l
5408,s,f,f,c,b,b,w,o,p
5409,y,f,f,c,b,b,b,o,l
5410,s,f,f,c,b,b,w,o,p
5411,s,f,f,c,b,b,w,o,p
5412,y,y,f,c,n,?,p,o,e
5413,y,f,f,c,b,b,n,o,l
5414,s,n,f,c,b,?,w,t,e
5415,y,f,f,c,b,b,b,o,l
5416,s,n,f,c,b,?,e,t,e
5417,s,n,f,c,b,?,w,t,e
5418,s,n,f,c,b,?,e,t,e
5419,s,f,f,c,b,b,w,o,p
5420,y,f,f,c,b,b,p,o,l
5421,s,n,f,c,b,?,w,t,e
