id,cap-color,odor,gill-attachment,stalk-root,stalk-surface-above-ring,veil-color,ring-number
4978,y,f,f,b,k,w,o
4979,y,f,f,b,k,w,o
4980,y,f,f,b,k,w,o
4981,g,f,f,b,k,w,o
4982,g,f,f,b,k,w,o
4983,y,f,f,b,k,w,o
4984,y,f,f,b,k,w,o
4985,u,n,f,?,s,w,o
4986,g,f,f,b,k,w,o
4987,n,y,f,?,s,w,o
4988,y,f,f,b,k,w,o
4989,y,f,f,b,k,w,o
4990,g,f,f,b,k,w,o
4991,y,f,f,b,k,w,o
4992,y,f,f,b,k,w,o
4993,g,f,f,b,k,w,o
4994,b,n,f,?,s,w,t
4995,g,f,f,b,k,w,o
4996,y,f,f,b,k,w,o
4997,n,n,f,?,s,w,t
4998,g,f,f,b,k,w,o
4999,g,f,f,b,k,w,o
5000,n,f,f,?,k,w,o
5001,y,f,f,b,k,w,o
5002,n,n,f,?,k,w,o
5003,b,n,f,b,s,w,t
5004,y,f,f,b,k,w,o
5005,g,f,f,b,k,w,o
5006,u,n,f,?,s,w,o
5007,y,f,f,b,k,w,o
5008,y,f,f,b,k,w,o
5009,y,f,f,b,k,w,o
5010,y,f,f,b,k,w,o
5011,e,n,f,?,s,w,t
5012,g,f,f,b,k,w,o
5013,y,f,f,b,k,w,o
5014,y,f,f,b,k,w,o
5015,g,f,f,b,k,w,o
5016,b,n,f,?,s,w,t
5017,y,f,f,b,k,w,o
5018,g,f,f,b,k,w,o
5019,y,f,f,b,k,w,o
5020,y,f,f,b,k,w,o
5021,w,f,f,b,s,w,o
5022,g,c,f,b,s,w,o
5023,y,f,f,b,k,w,o
5024,u,n,f,?,s,w,o
5025,y,f,f,b,k,w,o
5026,g,f,f,b,k,w,o
5027,y,f,f,b,k,w,o
5028,y,f,f,b,k,w,o
5029,g,f,f,b,f,w,o
5030,g,f,f,b,k,w,o
5031,y,f,f,b,k,w,o
5032,y,f,f,b,k,w,o
5033,g,f,f,b,k,w,o
5034,g,f,f,b,k,w,o
5035,g,f,f,b,k,w,o
5036,g,f,f,b,k,w,o
5037,y,f,f,b,k,w,o
5038,g,f,f,b,k,w,o
5039,y,f,f,b,k,w,o
5040,g,f,f,b,k,w,o
5041,y,f,f,b,k,w,o
5042,n,s,f,?,k,w,o
5043,y,f,f,b,k,w,o
5044,y,f,f,b,k,w,o
5045,b,f,f,b,f,w,o
5046,g,f,f,b,k,w,o
5047,y,f,f,b,k,w,o
5048,y,f,f,b,k,w,o
5049,g,f,f,b,k,w,o
5050,y,f,f,b,k,w,o
5051,g,f,f,b,k,w,o
5052,e,y,f,?,k,w,o
5053,b,n,f,?,s,w,t
5054,b,n,f,?,s,w,t
5055,g,f,f,b,k,w,o
5056,y,f,f,b,k,w,o
5057,g,f,f,b,k,w,o
5058,g,f,f,b,k,w,o
5059,b,f,f,b,s,w,o
5060,y,f,f,b,k,w,o
5061,w,f,f,b,f,w,o
5062,y,f,f,b,k,w,o
5063,g,f,f,b,k,w,o
5064,w,f,f,b,s,w,o
5065,b,f,f,b,f,w,o
5066,w,f,f,b,f,w,o
5067,y,f,f,b,k,w,o
5068,g,f,f,b,k,w,o
5069,y,f,f,b,k,w,o
5070,g,f,f,b,k,w,o
5071,w,n,f,?,s,w,o
5072,e,n,f,?,s,w,t
5073,g,f,f,b,k,w,o
5074,g,f,f,b,k,w,o
5075,n,y,f,?,k,w,o
5076,g,f,f,b,k,w,o
5077,g,f,f,b,k,w,o
5078,y,f,f,b,k,w,o
5079,y,f,f,b,k,w,o
5080,e,n,f,b,s,w,o
5081,y,f,f,b,k,w,o
5082,y,f,f,b,k,w,o
5083,g,f,f,b,k,w,o
5084,y,f,f,b,k,w,o
5085,y,f,f,b,k,w,o
5086,y,n,f,?,k,w,o
5087,y,f,f,b,k,w,o
5088,c,n,f,b,f,w,o
5089,g,f,f,b,k,w,o
5090,y,f,f,b,k,w,o
5091,g,f,f,b,k,w,o
5092,g,f,f,b,k,w,o
5093,y,f,f,b,k,w,o
5094,y,f,f,b,k,w,o
5095,y,f,f,b,k,w,o
5096,y,f,f,b,k,w,o
5097,y,f,f,b,k,w,o
5098,p,n,f,b,s,w,t
5099,p,n,f,?,s,w,t
5100,y,f,f,b,k,w,o
5101,y,f,f,b,k,w,o
5102,b,n,f,?,s,w,t
5103,y,f,f,b,k,w,o
5104,w,f,f,b,s,w,o
5105,n,s,f,?,k,w,o
5106,n,y,f,?,s,w,o
5107,e,y,f,?,k,w,o
5108,w,n,f,b,s,w,o
5109,g,f,f,b,f,w,o
5110,c,n,f,b,f,w,o
5111,g,f,f,b,k,w,o
5112,y,f,f,b,k,w,o
5113,y,f,f,b,k,w,o
5114,p,n,f,?,s,w,t
5115,b,f,f,b,f,w,o
5116,g,f,f,b,s,w,o
5117,e,y,f,?,k,w,o
5118,c,n,f,b,s,w,o
5119,w,f,f,b,s,w,o
5120,w,f,f,b,s,w,o
5121,b,f,f,b,s,w,o
5122,b,f,f,b,s,w,o
5123,c,n,f,b,f,w,o
5124,g,f,f,b,k,w,o
5125,w,f,f,b,f,w,o
5126,g,f,f,b,s,w,o
5127,w,n,f,b,s,w,o
5128,g,f,f,b,s,w,o
5129,w,n,f,b,s,w,o
5130,b,f,f,b,s,w,o
5131,w,f,f,b,f,w,o
5132,y,n,f,?,k,w,o
5133,n,s,f,?,s,w,o
5134,n,y,f,?,k,w,o
5135,n,n,f,?,s,w,t
5136,b,n,f,?,s,w,t
5137,w,f,f,b,s,w,o
5138,b,n,f,b,s,w,t
5139,y,f,f,b,k,w,o
5140,g,f,f,b,k,w,o
5141,b,n,f,b,s,w,t
5142,n,f,f,?,k,w,o
5143,e,y,f,?,k,w,o
5144,g,f,f,b,k,w,o
5145,e,n,f,?,s,w,t
5146,n,f,f,?,k,w,o
5147,y,f,f,b,k,w,o
5148,n,y,f,?,k,w,o
5149,n,n,f,b,s,w,o
5150,n,f,f,?,s,w,o
5151,b,n,f,?,s,w,t
5152,n,n,f,?,s,w,t
5153,y,f,f,b,k,w,o
5154,b,n,f,b,s,w,t
5155,n,n,f,?,k,w,o
5156,n,y,f,?,s,w,o
5157,b,f,f,b,s,w,o
5158,b,f,f,b,f,w,o
5159,y,f,f,b,k,w,o
5160,g,f,f,b,s,w,o
5161,n,f,f,?,s,w,o
5162,b,f,f,b,f,w,o
5163,n,n,f,?,k,w,o
5164,e,n,f,?,s,w,t
5165,b,f,f,b,f,w,o
5166,w,f,f,b,f,w,o
5167,e,n,f,?,s,w,t
5168,y,f,f,b,k,w,o
5169,n,n,f,?,k,w,o
5170,n,n,f,?,s,w,t
5171,g,f,f,b,k,w,o
5172,b,f,f,b,f,w,o
5173,b,f,f,b,f,w,o
5174,y,f,f,b,k,w,o
5175,y,f,f,b,k,w,o
5176,p,n,f,?,s,w,t
5177,p,n,f,?,s,w,t
5178,w,n,f,b,s,w,t
5179,c,n,f,b,f,w,o
5180,n,n,f,?,s,w,t
5181,b,f,f,b,f,w,o
5182,g,f,f,b,f,w,o
5183,y,f,f,b,k,w,o
5184,b,f,f,b,f,w,o
5185,w,f,f,b,s,w,o
5186,c,n,f,b,s,w,o
5187,e,y,f,?,k,w,o
5188,y,f,f,b,k,w,o
5189,w,n,f,?,s,w,o
5190,y,f,f,b,k,w,o
5191,p,n,f,b,s,w,t
5192,g,f,f,b,f,w,o
5193,n,s,f,?,s,w,o
5194,p,n,f,?,s,w,t
5195,n,f,f,?,k,w,o
5196,g,f,f,b,k,w,o
5197,b,f,f,b,f,w,o
5198,p,n,f,?,s,w,t
5199,y,f,f,b,k,w,o
5200,g,f,f,b,k,w,o
5201,g,f,f,b,k,w,o
5202,b,f,f,b,s,w,o
5203,n,f,f,?,s,w,o
5204,y,f,f,b,k,w,o
5205,y,f,f,b,k,w,o
5206,n,n,f,?,k,w,o
5207,b,n,f,?,s,w,t
5208,y,f,f,b,k,w,o
5209,e,y,f,?,k,w,o
5210,g,f,f,b,f,w,o
5211,n,n,f,?,s,w,t
5212,g,f,f,b,k,w,o
5213,n,y,f,?,s,w,o
5214,g,f,f,b,s,w,o
5215,g,f,f,b,f,w,o
5216,p,n,f,b,s,w,t
5217,b,n,f,?,s,w,t
5218,w,f,f,b,s,w,o
5219,n,y,f,?,s,w,o
5220,n,n,f,?,s,w,t
5221,y,f,f,b,k,w,o
5222,p,n,f,?,s,w,t
5223,g,f,f,b,f,w,o
5224,p,n,f,?,s,w,t
5225,n,n,f,?,k,w,o
5226,b,f,f,b,f,w,o
5227,n,f,f,?,k,w,o
5228,n,f,f,?,k,w,o
5229,b,f,f,b,s,w,o
5230,n,f,f,?,s,w,o
5231,p,n,f,?,s,w,t
5232,c,n,f,b,f,w,o
5233,y,f,f,b,k,w,o
5234,n,n,f,?,s,w,t
5235,g,f,f,b,k,w,o
5236,y,f,f,b,k,w,o
5237,g,f,f,b,s,w,o
5238,w,n,f,b,s,w,o
5239,n,n,f,b,f,w,o
5240,y,n,f,?,k,w,o
5241,w,f,f,b,f,w,o
5242,y,n,f,?,k,w,o
5243,y,f,f,b,k,w,o
5244,b,n,f,?,s,w,t
5245,y,f,f,b,k,w,o
5246,n,y,f,?,s,w,o
5247,y,f,f,b,k,w,o
5248,y,f,f,b,k,w,o
5249,w,n,f,b,s,w,t
5250,y,f,f,b,k,w,o
5251,w,f,f,b,s,w,o
5252,b,f,f,b,s,w,o
5253,b,n,f,?,s,w,t
5254,y,f,f,b,k,w,o
5255,b,f,f,b,f,w,o
5256,b,n,f,b,s,w,t
5257,w,f,f,b,s,w,o
5258,n,n,f,?,s,w,t
5259,g,f,f,b,f,w,o
5260,y,n,f,?,k,w,o
5261,g,f,f,b,s,w,o
5262,y,f,f,b,k,w,o
5263,n,n,f,?,k,w,o
5264,b,f,f,b,s,w,o
5265,e,n,f,?,s,w,t
5266,n,f,f,?,s,w,o
5267,n,y,f,?,s,w,o
5268,n,y,f,?,s,w,o
5269,w,f,f,b,f,w,o
5270,n,n,f,?,s,w,t
5271,g,f,f,b,k,w,o
5272,b,n,f,?,s,w,t
5273,w,f,f,b,f,w,o
5274,n,n,f,b,s,w,o
5275,n,s,f,?,k,w,o
5276,w,f,f,b,f,w,o
5277,g,f,f,b,s,w,o
5278,y,n,f,?,k,w,o
5279,w,n,f,b,s,w,t
5280,y,f,f,b,k,w,o
5281,p,n,f,?,s,w,t
5282,w,n,f,b,s,w,o
5283,b,f,f,b,f,w,o
5284,w,n,f,?,s,w,o
5285,r,n,f,?,s,w,o
5286,b,n,f,?,s,w,t
5287,g,f,f,b,s,w,o
5288,e,y,f,?,s,w,o
5289,y,f,f,b,k,w,o
5290,g,f,f,b,s,w,o
5291,b,f,f,b,s,w,o
5292,e,n,f,?,s,w,t
5293,e,y,f,?,k,w,o
5294,g,f,f,b,k,w,o
5295,y,f,f,b,k,w,o
5296,n,n,f,?,s,w,t
5297,g,f,f,b,f,w,o
5298,n,s,f,?,s,w,o
5299,w,f,f,b,s,w,o
5300,c,n,f,b,s,w,o
5301,g,f,f,b,f,w,o
5302,g,f,f,b,k,w,o
5303,r,n,f,?,s,w,o
5304,y,f,f,b,k,w,o
5305,n,f,f,?,s,w,o
5306,n,s,f,?,s,w,o
5307,e,n,f,?,s,w,t
5308,g,f,f,b,s,w,o
5309,n,n,f,?,s,w,t
5310,e,n,f,?,s,w,t
5311,n,f,f,?,s,w,o
5312,n,n,f,?,k,w,o
5313,n,s,f,?,s,w,o
5314,b,n,f,?,s,w,t
5315,w,f,f,b,f,w,o
5316,y,f,f,b,k,w,o
5317,n,n,f,?,s,w,t
5318,w,n,f,b,s,w,t
5319,n,n,f,b,s,w,o
5320,y,f,f,b,k,w,o
5321,b,f,f,b,f,w,o
5322,n,s,f,?,s,w,o
5323,g,f,f,b,s,w,o
5324,g,f,f,b,s,w,o
5325,n,f,f,?,k,w,o
5326,w,n,f,?,s,w,o
5327,n,s,f,?,k,w,o
5328,g,f,f,b,k,w,o
5329,e,y,f,?,k,w,o
5330,w,f,f,b,s,w,o
5331,g,f,f,b,k,w,o
5332,w,f,f,b,s,w,o
5333,y,n,f,?,k,w,o
5334,w,f,f,b,s,w,o
5335,g,f,f,b,f,w,o
5336,c,n,f,b,f,w,o
5337,w,f,f,b,s,w,o
5338,n,s,f,?,k,w,o
5339,p,n,f,b,s,w,t
5340,y,f,f,b,k,w,o
5341,p,n,f,?,s,w,t
5342,b,n,f,b,s,w,t
5343,y,n,f,?,k,w,o
5344,y,f,f,b,k,w,o
5345,n,n,f,b,f,w,o
5346,n,n,f,b,f,w,o
5347,n,y,f,?,s,w,o
5348,g,f,f,b,f,w,o
5349,b,f,f,b,f,w,o
5350,g,f,f,b,s,w,o
5351,b,f,f,b,f,w,o
5352,r,n,f,?,s,w,o
5353,y,f,f,b,k,w,o
5354,g,f,f,b,f,w,o
5355,n,f,f,?,s,w,o
5356,y,f,f,b,k,w,o
5357,w,f,f,b,f,w,o
5358,w,f,f,b,f,w,o
5359,g,f,f,b,k,w,o
5360,y,f,f,b,k,w,o
5361,n,f,f,?,s,w,o
5362,y,n,f,?,k,w,o
5363,n,n,f,?,s,w,t
5364,y,f,f,b,k,w,o
5365,g,f,f,b,s,w,o
5366,n,y,f,?,k,w,o
5367,y,f,f,b,k,w,o
5368,y,f,f,b,k,w,o
5369,w,f,f,b,s,w,o
5370,p,n,f,b,s,w,t
5371,y,f,f,b,k,w,o
5372,p,n,f,?,s,w,t
5373,b,f,f,b,s,w,o
5374,w,f,f,b,f,w,o
5375,w,f,f,b,f,w,o
5376,n,f,f,?,s,w,o
5377,p,n,f,b,s,w,t
5378,b,f,f,b,f,w,o
5379,p,n,f,?,s,w,t
5380,n,s,f,?,s,w,o
5381,y,f,f,b,k,w,o
5382,w,f,f,b,s,w,o
5383,b,n,f,?,s,w,t
5384,b,f,f,b,f,w,o
5385,c,n,f,b,f,w,o
5386,p,n,f,?,s,w,t
5387,n,n,f,b,f,w,o
5388,p,n,f,?,s,w,t
5389,g,f,f,b,s,w,o
5390,e,n,f,?,s,w,t
5391,e,n,f,?,s,w,t
5392,w,f,f,b,s,w,o
5393,b,n,f,?,s,w,t
5394,b,f,f,b,f,w,o
5395,y,n,f,?,k,w,o
5396,w,f,f,b,s,w,o
5397,y,f,f,b,k,w,o
5398,y,f,f,b,k,w,o
5399,n,n,f,?,k,w,o
5400,y,f,f,b,k,w,o
5401,y,f,f,b,k,w,o
5402,c,n,f,b,s,w,o
5403,e,y,f,?,k,w,o
5404,w,f,f,b,s,w,o
5405,n,f,f,?,k,w,o
5406,p,n,f,b,s,w,t
5407,y,f,f,b,k,w,o
5408,b,f,f,b,s,w,o
5409,y,f,f,b,k,w,o
5410,b,f,f,b,f,w,o
5411,b,f,f,b,s,w,o
5412,n,y,f,?,k,w,o
5413,y,f,f,b,k,w,o
5414,n,n,f,?,s,w,t
5415,y,f,f,b,k,w,o
5416,b,n,f,?,s,w,t
5417,e,n,f,?,s,w,t
5418,n,n,f,?,s,w,t
5419,w,f,f,b,f,w,o
5420,y,f,f,b,k,w,o
5421,p,n,f,?,s,w,t
5422,e,n,f,?,s,w,t
5423,y,f,f,b,k,w,o
5424,b,n,f,b,s,w,t
5425,b,f,f,b,s,w,o
5426,g,f,f,b,f,w,o
5427,b,f,f,b,s,w,o
5428,y,f,f,b,k,w,o
5429,w,f,f,b,s,w,o
5430,g,f,f,b,f,w,o
5431,r,n,f,?,s,w,o
5432,y,f,f,b,k,w,o
5433,n,f,f,?,s,w,o
5434,b,f,f,b,f,w,o
5435,c,n,f,b,f,w,o
5436,g,f,f,b,f,w,o
5437,u,n,f,?,s,w,o
5438,y,f,f,b,k,w,o
5439,g,f,f,b,k,w,o
5440,w,n,f,b,s,w,t
5441,n,y,f,?,k,w,o
5442,n,s,f,?,k,w,o
5443,g,f,f,b,k,w,o
5444,p,n,f,?,s,w,t
5445,g,f,f,b,f,w,o
5446,b,f,f,b,s,w,o
5447,n,y,f,?,k,w,o
5448,g,f,f,b,f,w,o
5449,n,y,f,?,k,w,o
5450,w,f,f,b,f,w,o
5451,g,f,f,b,s,w,o
5452,g,f,f,b,s,w,o
5453,y,f,f,b,k,w,o
5454,y,f,f,b,k,w,o
5455,g,f,f,b,k,w,o
5456,y,f,f,b,k,w,o
5457,g,f,f,b,f,w,o
5458,b,f,f,b,f,w,o
5459,w,f,f,b,f,w,o
5460,g,f,f,b,k,w,o
5461,b,f,f,b,f,w,o
5462,n,s,f,?,s,w,o
5463,w,f,f,b,s,w,o
5464,e,n,f,?,s,w,t
5465,b,n,f,b,s,w,t
5466,n,y,f,?,s,w,o
5467,n,n,f,?,s,w,t
5468,w,f,f,b,s,w,o
5469,w,f,f,b,s,w,o
5470,n,y,f,?,k,w,o
5471,w,f,f,b,f,w,o
5472,n,y,f,?,s,w,o
5473,p,n,f,b,s,w,t
5474,e,y,f,?,k,w,o
5475,g,f,f,b,k,w,o
5476,y,f,f,b,k,w,o
5477,g,f,f,b,k,w,o
5478,w,n,f,b,s,w,t
5479,g,f,f,b,f,w,o
5480,p,n,f,?,s,w,t
5481,w,f,f,b,f,w,o
5482,p,n,f,?,s,w,t
5483,w,f,f,b,s,w,o
5484,n,y,f,?,k,w,o
5485,y,f,f,b,k,w,o
5486,g,f,f,b,k,w,o
5487,g,f,f,b,k,w,o
5488,e,n,f,?,s,w,t
5489,y,f,f,b,k,w,o
5490,n,s,f,?,k,w,o
5491,b,f,f,b,f,w,o
5492,y,f,f,b,k,w,o
5493,e,n,f,?,s,w,t
5494,p,n,f,b,s,w,t
5495,w,n,f,b,s,w,t
5496,y,f,f,b,k,w,o
5497,y,f,f,b,k,w,o
5498,r,n,f,?,s,w,o
5499,w,f,f,b,s,w,o
5500,w,f,f,b,f,w,o
5501,b,f,f,b,f,w,o
5502,n,y,f,?,s,w,o
5503,e,n,f,?,s,w,t
5504,p,n,f,?,s,w,t
5505,b,n,f,?,s,w,t
5506,g,f,f,b,s,w,o
5507,y,f,f,b,k,w,o
5508,n,y,f,?,s,w,o
5509,w,n,f,b,s,w,o
5510,w,f,f,b,f,w,o
5511,g,f,f,b,s,w,o
5512,e,y,f,?,k,w,o
5513,g,f,f,b,s,w,o
5514,n,s,f,?,k,w,o
5515,p,n,f,?,s,w,t
5516,w,n,f,?,s,w,o
5517,y,f,f,b,k,w,o
5518,n,y,f,?,s,w,o
5519,y,f,f,b,k,w,o
5520,n,s,f,?,k,w,o
5521,g,f,f,b,s,w,o
5522,n,s,f,?,k,w,o
5523,n,n,f,b,s,w,o
5524,w,f,f,b,f,w,o
5525,y,f,f,b,k,w,o
5526,p,n,f,?,s,w,t
5527,b,n,f,b,s,w,t
5528,g,f,f,b,k,w,o
5529,r,n,f,?,s,w,o
5530,n,f,f,?,s,w,o
5531,n,y,f,?,k,w,o
5532,b,f,f,b,f,w,o
5533,y,f,f,b,k,w,o
5534,n,f,f,?,s,w,o
5535,n,n,f,?,s,w,t
5536,n,f,f,?,k,w,o
5537,e,n,f,?,s,w,t
5538,b,n,f,?,s,w,t
5539,n,n,f,?,s,w,t
5540,w,f,f,b,s,w,o
5541,b,n,f,?,s,w,t
5542,y,f,f,b,k,w,o
5543,y,f,f,b,k,w,o
5544,y,f,f,b,k,w,o
5545,e,n,f,?,s,w,t
5546,w,f,f,b,s,w,o
5547,c,n,f,b,s,w,o
5548,n,n,f,b,s,w,o
5549,p,n,f,b,s,w,t
5550,n,y,f,?,k,w,o
5551,b,f,f,b,s,w,o
5552,r,n,f,?,s,w,o
5553,b,f,f,b,f,w,o
5554,u,n,f,?,s,w,o
5555,n,y,f,?,s,w,o
5556,w,f,f,b,s,w,o
5557,e,n,f,?,s,w,t
5558,p,n,f,?,s,w,t
5559,n,s,f,?,s,w,o
5560,n,f,f,?,s,w,o
5561,w,f,f,b,s,w,o
5562,y,f,f,b,k,w,o
5563,n,n,f,?,s,w,t
5564,e,n,f,?,s,w,t
5565,w,f,f,b,s,w,o
5566,y,f,f,b,k,w,o
5567,b,n,f,b,s,w,t
5568,y,f,f,b,k,w,o
5569,g,f,f,b,s,w,o
5570,p,n,f,?,s,w,t
5571,n,n,f,?,s,w,t
5572,w,n,f,b,s,w,t
5573,y,f,f,b,k,w,o
5574,e,y,f,?,k,w,o
5575,b,f,f,b,s,w,o
5576,b,f,f,b,s,w,o
5577,n,s,f,?,k,w,o
5578,p,n,f,b,s,w,t
5579,c,n,f,b,s,w,o
5580,n,f,f,?,k,w,o
5581,w,f,f,b,s,w,o
5582,n,f,f,?,k,w,o
5583,n,n,f,b,f,w,o
5584,n,y,f,?,s,w,o
5585,g,f,f,b,s,w,o
5586,e,y,f,?,k,w,o
5587,r,n,f,?,s,w,o
5588,p,n,f,b,s,w,t
5589,p,n,f,?,s,w,t
5590,n,y,f,?,k,w,o
5591,n,f,f,?,k,w,o
5592,g,f,f,b,f,w,o
5593,y,f,f,b,k,w,o
5594,p,n,f,b,s,w,t
5595,n,s,f,?,k,w,o
5596,n,s,f,?,k,w,o
5597,b,n,f,?,s,w,t
5598,b,f,f,b,s,w,o
5599,c,n,f,b,s,w,o
5600,w,n,f,?,s,w,o
5601,n,y,f,?,k,w,o
5602,n,n,f,b,s,w,o
5603,n,f,f,?,k,w,o
5604,n,s,f,?,s,w,o
5605,p,n,f,?,s,w,t
5606,w,n,f,b,s,w,t
5607,n,f,f,?,k,w,o
5608,y,f,f,b,k,w,o
5609,n,n,f,b,s,w,o
5610,g,f,f,b,f,w,o
5611,w,n,f,b,s,w,t
5612,g,f,f,b,k,w,o
5613,n,n,f,?,s,w,t
5614,y,f,f,b,k,w,o
5615,n,s,f,?,k,w,o
5616,e,y,f,?,s,w,o
5617,y,f,f,b,k,w,o
5618,w,n,f,b,s,w,t
5619,b,f,f,b,s,w,o
5620,b,n,f,?,s,w,t
5621,c,n,f,b,s,w,o
5622,w,f,f,b,f,w,o
5623,p,n,f,?,s,w,t
5624,n,n,f,?,s,w,t
5625,b,n,f,?,s,w,t
5626,y,f,f,b,k,w,o
5627,g,f,f,b,f,w,o
5628,y,f,f,b,k,w,o
5629,e,n,f,?,s,w,t
5630,b,f,f,b,f,w,o
5631,n,n,f,b,s,w,o
5632,y,f,f,b,k,w,o
5633,g,f,f,b,k,w,o
5634,b,n,f,b,s,w,t
5635,e,y,f,?,k,w,o
5636,y,f,f,b,k,w,o
5637,y,f,f,b,k,w,o
5638,w,n,f,b,s,w,t
5639,e,n,f,?,s,w,t
5640,y,f,f,b,k,w,o
5641,n,n,f,?,s,w,t
5642,y,n,f,?,k,w,o
5643,g,f,f,b,k,w,o
5644,y,f,f,b,k,w,o
5645,e,y,f,?,k,w,o
5646,b,n,f,?,s,w,t
5647,w,f,f,b,f,w,o
5648,w,f,f,b,f,w,o
5649,g,f,f,b,k,w,o
5650,p,n,f,?,s,w,t
5651,y,f,f,b,k,w,o
5652,y,f,f,b,k,w,o
5653,e,n,f,?,s,w,t
5654,n,n,f,?,s,w,t
5655,y,f,f,b,k,w,o
5656,b,f,f,b,s,w,o
5657,g,f,f,b,k,w,o
5658,g,f,f,b,f,w,o
5659,w,f,f,b,f,w,o
5660,n,n,f,?,k,w,o
5661,b,f,f,b,s,w,o
5662,e,n,f,?,s,w,t
5663,y,f,f,b,k,w,o
5664,b,f,f,b,s,w,o
5665,n,n,f,b,f,w,o
5666,y,f,f,b,k,w,o
5667,c,n,f,b,f,w,o
5668,g,f,f,b,k,w,o
5669,n,y,f,?,k,w,o
5670,p,n,f,?,s,w,t
5671,b,f,f,b,f,w,o
5672,g,f,f,b,k,w,o
5673,y,f,f,b,k,w,o
5674,e,y,f,?,s,w,o
5675,r,n,f,?,s,w,o
5676,y,f,f,b,k,w,o
5677,g,f,f,b,f,w,o
5678,w,f,f,b,f,w,o
5679,b,f,f,b,f,w,o
5680,n,n,f,?,s,w,t
5681,y,n,f,?,k,w,o
5682,u,n,f,?,s,w,o
5683,n,y,f,?,s,w,o
5684,n,n,f,?,s,w,t
5685,w,f,f,b,f,w,o
5686,y,f,f,b,k,w,o
5687,b,n,f,?,s,w,t
5688,c,n,f,b,s,w,o
5689,g,f,f,b,s,w,o
5690,g,f,f,b,k,w,o
5691,e,y,f,?,s,w,o
5692,p,n,f,?,s,w,t
5693,p,n,f,?,s,w,t
5694,y,f,f,b,k,w,o
5695,n,y,f,?,k,w,o
5696,n,n,f,?,s,w,t
5697,y,f,f,b,k,w,o
5698,n,s,f,?,s,w,o
5699,n,n,f,?,s,w,t
5700,y,f,f,b,k,w,o
5701,y,f,f,b,k,w,o
5702,y,f,f,b,k,w,o
5703,c,n,f,b,f,w,o
5704,b,n,f,b,s,w,t
5705,e,n,f,?,s,w,t
5706,b,f,f,b,f,w,o
5707,g,f,f,b,s,w,o
5708,y,f,f,b,k,w,o
5709,g,f,f,b,s,w,o
5710,e,y,f,?,s,w,o
5711,w,f,f,b,f,w,o
5712,p,n,f,?,s,w,t
5713,b,f,f,b,s,w,o
5714,e,y,f,?,k,w,o
5715,w,n,f,?,s,w,o
5716,p,n,f,?,s,w,t
5717,b,f,f,b,s,w,o
5718,w,n,f,b,s,w,o
5719,g,f,f,b,s,w,o
5720,n,s,f,?,s,w,o
5721,e,n,f,?,s,w,t
5722,n,y,f,?,k,w,o
5723,n,s,f,?,s,w,o
5724,w,f,f,b,f,w,o
5725,e,n,f,?,s,w,t
5726,b,f,f,b,s,w,o
5727,w,n,f,b,s,w,t
5728,n,n,f,b,f,w,o
5729,g,f,f,b,s,w,o
5730,w,f,f,b,s,w,o
5731,y,f,f,b,k,w,o
5732,b,n,f,?,s,w,t
5733,n,n,f,?,s,w,t
5734,r,n,f,?,s,w,o
5735,b,n,f,?,s,w,t
5736,w,f,f,b,s,w,o
5737,n,y,f,?,s,w,o
5738,b,n,f,?,s,w,t
5739,w,n,f,b,s,w,t
5740,b,f,f,b,s,w,o
5741,g,f,f,b,s,w,o
5742,n,n,f,?,s,w,t
5743,g,f,f,b,s,w,o
5744,p,n,f,?,s,w,t
5745,b,n,f,b,s,w,t
5746,n,s,f,?,k,w,o
5747,y,f,f,b,k,w,o
5748,b,f,f,b,f,w,o
5749,c,n,f,b,s,w,o
5750,g,f,f,b,s,w,o
5751,w,f,f,b,f,w,o
5752,b,n,f,b,s,w,t
5753,p,n,f,b,s,w,t
5754,w,f,f,b,s,w,o
5755,n,n,f,?,s,w,t
5756,n,s,f,?,s,w,o
5757,g,f,f,b,k,w,o
5758,b,n,f,?,s,w,t
5759,n,f,f,?,k,w,o
5760,b,f,f,b,s,w,o
5761,p,n,f,b,s,w,t
5762,n,y,f,?,k,w,o
5763,w,f,f,b,f,w,o
5764,w,f,f,b,s,w,o
5765,r,n,f,?,s,w,o
5766,w,f,f,b,f,w,o
5767,w,f,f,b,f,w,o
5768,w,n,f,?,s,w,o
5769,n,s,f,?,s,w,o
5770,b,n,f,?,s,w,t
5771,n,f,f,?,k,w,o
5772,n,y,f,?,k,w,o
5773,b,f,f,b,f,w,o
5774,r,n,f,?,s,w,o
5775,p,n,f,b,s,w,t
5776,b,f,f,b,f,w,o
5777,c,n,f,b,f,w,o
5778,u,n,f,?,s,w,o
5779,b,f,f,b,s,w,o
5780,w,n,f,?,s,w,o
5781,n,y,f,?,k,w,o
5782,p,n,f,?,s,w,t
5783,p,n,f,b,s,w,t
5784,n,n,f,?,k,w,o
5785,y,f,f,b,k,w,o
5786,w,f,f,b,s,w,o
5787,g,f,f,b,k,w,o
5788,e,n,f,?,s,w,t
5789,b,n,f,b,s,w,t
5790,p,n,f,b,s,w,t
5791,n,s,f,?,s,w,o
5792,b,f,f,b,f,w,o
5793,y,f,f,b,k,w,o
5794,w,n,f,b,s,w,t
5795,n,n,f,b,s,w,o
5796,y,f,f,b,k,w,o
5797,y,f,f,b,k,w,o
