id,odor,gill-attachment,gill-size,stalk-surface-above-ring,population
6520,f,f,n,s,v
6521,y,f,n,s,v
6522,y,f,n,k,v
6523,y,f,n,k,v
6524,f,f,n,k,v
6525,s,f,n,k,v
6526,f,f,n,k,v
6527,s,f,n,k,v
6528,s,f,n,k,v
6529,y,f,n,k,v
6530,s,f,n,k,v
6531,n,f,b,s,n
6532,f,f,n,s,v
6533,f,f,n,s,v
6534,f,f,n,k,v
6535,s,f,n,s,v
6536,y,f,n,s,v
6537,y,f,n,k,v
6538,s,f,n,s,v
6539,y,f,n,s,v
6540,y,f,n,s,v
6541,s,f,n,s,v
6542,s,f,n,k,v
6543,f,f,n,k,v
6544,s,f,n,s,v
6545,s,f,n,k,v
6546,f,f,n,s,v
6547,y,f,n,s,v
6548,f,f,n,k,v
6549,s,f,n,k,v
6550,s,f,n,k,v
6551,f,f,n,s,v
6552,s,f,n,s,v
6553,y,f,n,s,v
6554,s,f,n,k,v
6555,y,f,n,s,v
6556,f,f,n,s,v
6557,s,f,n,s,v
6558,s,f,n,k,v
6559,n,a,b,s,v
6560,y,f,n,s,v
6561,y,f,n,s,v
6562,f,f,n,s,v
6563,y,f,n,k,v
6564,y,f,n,s,v
6565,y,f,n,k,v
6566,f,f,n,k,v
6567,y,f,n,s,v
6568,f,f,n,s,v
6569,f,f,n,s,v
6570,s,f,n,s,v
6571,y,f,n,s,v
6572,s,f,n,k,v
6573,f,f,n,k,v
6574,y,f,n,k,v
6575,y,f,n,k,v
6576,f,f,n,s,v
6577,f,f,n,s,v
6578,y,f,n,s,v
6579,f,f,n,s,v
6580,y,f,n,s,v
6581,y,f,n,k,v
6582,s,f,n,s,v
6583,s,f,n,k,v
6584,s,f,n,s,v
6585,s,f,n,k,v
6586,y,f,n,s,v
6587,y,f,n,k,v
6588,y,f,n,s,v
6589,s,f,n,s,v
6590,f,f,n,s,v
6591,y,f,n,s,v
6592,s,f,n,k,v
6593,s,f,n,k,v
6594,s,f,n,k,v
6595,s,f,n,k,v
6596,s,f,n,k,v
6597,y,f,n,k,v
6598,s,f,n,s,v
6599,y,f,n,s,v
6600,n,f,b,s,n
6601,y,f,n,k,v
6602,s,f,n,k,v
6603,s,f,n,s,v
6604,s,f,n,s,v
6605,s,f,n,k,v
6606,f,f,n,s,v
6607,f,f,n,k,v
6608,s,f,n,s,v
6609,y,f,n,k,v
6610,f,f,n,k,v
6611,f,f,n,k,v
6612,f,f,n,s,v
6613,f,f,n,s,v
6614,y,f,n,s,v
6615,s,f,n,s,v
6616,f,f,n,k,v
6617,y,f,n,k,v
6618,s,f,n,k,v
6619,f,f,n,k,v
6620,s,f,n,s,v
6621,s,f,n,s,v
6622,f,f,n,k,v
6623,s,f,n,k,v
6624,y,f,n,k,v
6625,f,f,n,k,v
6626,s,f,n,s,v
6627,y,f,n,s,v
6628,s,f,n,s,v
6629,y,f,n,s,v
6630,y,f,n,s,v
6631,s,f,n,k,v
6632,y,f,n,s,v
6633,f,f,n,k,v
6634,s,f,n,k,v
6635,f,f,n,k,v
6636,s,f,n,k,v
6637,f,f,n,s,v
6638,y,f,n,k,v
6639,y,f,n,s,v
6640,y,f,n,s,v
6641,y,f,n,k,v
6642,y,f,n,k,v
6643,s,f,n,k,v
6644,f,f,n,k,v
6645,y,f,n,s,v
6646,f,f,n,s,v
6647,y,f,n,k,v
6648,s,f,n,s,v
6649,y,f,n,s,v
6650,y,f,n,k,v
6651,s,f,n,s,v
6652,y,f,n,k,v
6653,s,f,n,k,v
6654,f,f,n,k,v
6655,y,f,n,s,v
6656,s,f,n,s,v
6657,f,f,n,s,v
6658,f,f,n,k,v
6659,s,f,n,k,v
6660,y,f,n,s,v
6661,n,f,b,s,s
6662,y,f,n,k,v
6663,s,f,n,k,v
6664,n,a,b,s,v
6665,y,f,n,s,v
6666,s,f,n,k,v
6667,s,f,n,s,v
6668,s,f,n,k,v
6669,m,a,b,k,c
6670,s,f,n,s,v
6671,s,f,n,k,v
6672,y,f,n,k,v
6673,s,f,n,s,v
6674,f,f,n,k,v
6675,f,f,n,s,v
6676,f,f,n,s,v
6677,s,f,n,k,v
6678,y,f,n,k,v
6679,y,f,n,s,v
6680,s,f,n,s,v
6681,y,f,n,s,v
6682,f,f,n,k,v
6683,s,f,n,k,v
6684,f,f,n,k,v
6685,f,f,n,k,v
6686,y,f,n,k,v
6687,f,f,n,k,v
6688,s,f,n,s,v
6689,f,f,n,s,v
6690,y,f,n,s,v
6691,y,f,n,k,v
6692,s,f,n,s,v
6693,y,f,n,s,v
6694,s,f,n,k,v
6695,s,f,n,s,v
6696,f,f,n,s,v
6697,y,f,n,s,v
6698,f,f,n,k,v
6699,y,f,n,s,v
6700,s,f,n,s,v
6701,f,f,n,k,v
6702,y,f,n,k,v
6703,s,f,n,s,v
6704,s,f,n,k,v
6705,f,f,n,s,v
6706,y,f,n,s,v
6707,f,f,n,s,v
6708,y,f,n,k,v
6709,y,f,n,k,v
6710,f,f,n,s,v
6711,y,f,n,k,v
6712,f,f,n,s,v
6713,f,f,n,s,v
6714,f,f,n,s,v
6715,s,f,n,s,v
6716,y,f,n,k,v
6717,s,f,n,s,v
6718,f,f,n,k,v
6719,y,f,n,s,v
6720,s,f,n,s,v
6721,s,f,n,s,v
6722,f,f,n,s,v
6723,s,f,n,k,v
6724,f,f,n,k,v
6725,s,f,n,s,v
6726,y,f,n,s,v
6727,s,f,n,s,v
6728,y,f,n,k,v
6729,s,f,n,k,v
6730,f,f,n,s,v
6731,f,f,n,k,v
6732,s,f,n,k,v
6733,y,f,n,k,v
6734,s,f,n,s,v
6735,y,f,n,k,v
6736,s,f,n,k,v
6737,y,f,n,k,v
6738,s,f,n,k,v
6739,y,f,n,k,v
6740,y,f,n,s,v
6741,f,f,n,s,v
6742,y,f,n,s,v
6743,s,f,n,k,v
6744,y,f,n,k,v
6745,n,f,b,k,s
6746,y,f,n,s,v
6747,f,f,n,s,v
6748,s,f,n,s,v
6749,f,f,n,s,v
6750,y,f,n,k,v
6751,s,f,n,k,v
6752,y,f,n,k,v
6753,n,f,b,s,s
6754,s,f,n,k,v
6755,f,f,n,s,v
6756,s,f,n,s,v
6757,f,f,n,s,v
6758,f,f,n,s,v
6759,s,f,n,k,v
6760,s,f,n,s,v
6761,y,f,n,s,v
6762,f,f,n,s,v
6763,n,f,b,k,s
6764,n,a,b,s,c
6765,s,f,n,s,v
6766,s,f,n,s,v
6767,s,f,n,s,v
6768,s,f,n,k,v
6769,y,f,n,s,v
6770,f,f,n,s,v
6771,y,f,n,s,v
6772,f,f,n,k,v
6773,s,f,n,k,v
6774,y,f,n,s,v
6775,n,f,b,s,n
6776,f,f,n,s,v
6777,y,f,n,k,v
6778,y,f,n,k,v
6779,y,f,n,k,v
6780,f,f,n,k,v
6781,y,f,n,k,v
6782,y,f,n,k,v
6783,y,f,n,s,v
6784,y,f,n,s,v
6785,f,f,n,s,v
6786,s,f,n,s,v
6787,f,f,n,s,v
6788,s,f,n,s,v
6789,f,f,n,s,v
6790,s,f,n,k,v
6791,f,f,n,s,v
6792,s,f,n,s,v
6793,s,f,n,s,v
6794,s,f,n,s,v
6795,y,f,n,k,v
6796,s,f,n,k,v
6797,f,f,n,k,v
6798,f,f,n,s,v
6799,y,f,n,k,v
6800,f,f,n,k,v
6801,y,f,n,s,v
6802,s,f,n,k,v
6803,y,f,n,s,v
6804,f,f,n,s,v
6805,s,f,n,k,v
6806,f,f,n,s,v
6807,y,f,n,k,v
6808,y,f,n,s,v
6809,s,f,n,s,v
6810,y,f,n,s,v
6811,f,f,n,k,v
6812,f,f,n,k,v
6813,f,f,n,s,v
6814,y,f,n,k,v
6815,s,f,n,s,v
6816,y,f,n,k,v
6817,f,f,n,k,v
6818,s,f,n,k,v
6819,f,f,n,k,v
6820,y,f,n,k,v
6821,y,f,n,s,v
6822,s,f,n,k,v
6823,y,f,n,s,v
6824,y,f,n,s,v
6825,y,f,n,k,v
6826,s,f,n,k,v
6827,f,f,n,s,v
6828,n,f,b,k,n
6829,y,f,n,k,v
6830,y,f,n,k,v
6831,s,f,n,s,v
6832,s,f,n,s,v
6833,s,f,n,k,v
6834,f,f,n,s,v
6835,f,f,n,k,v
6836,f,f,n,k,v
6837,f,f,n,k,v
6838,f,f,n,s,v
6839,f,f,n,k,v
6840,f,f,n,k,v
6841,s,f,n,s,v
6842,y,f,n,s,v
6843,f,f,n,k,v
6844,s,f,n,s,v
6845,s,f,n,s,v
6846,s,f,n,k,v
6847,y,f,n,k,v
6848,s,f,n,s,v
6849,f,f,n,k,v
6850,n,a,b,s,c
6851,f,f,n,s,v
6852,s,f,n,k,v
6853,s,f,n,k,v
6854,f,f,n,k,v
6855,f,f,n,k,v
6856,m,f,b,k,c
6857,f,f,n,k,v
6858,s,f,n,k,v
6859,y,f,n,k,v
6860,f,f,n,s,v
6861,n,f,b,k,s
6862,y,f,n,k,v
6863,y,f,n,s,v
6864,y,f,n,s,v
6865,s,f,n,k,v
6866,y,f,n,s,v
6867,y,f,n,k,v
6868,f,f,n,k,v
6869,f,f,n,k,v
6870,f,f,n,s,v
6871,f,f,n,s,v
6872,y,f,n,s,v
6873,y,f,n,k,v
6874,y,f,n,k,v
6875,s,f,n,s,v
6876,f,f,n,k,v
6877,y,f,n,k,v
6878,y,f,n,k,v
6879,f,f,n,k,v
6880,f,f,n,k,v
6881,f,f,n,k,v
6882,f,f,n,k,v
6883,y,f,n,s,v
6884,f,f,n,k,v
6885,n,f,b,k,n
6886,y,f,n,s,v
6887,y,f,n,s,v
6888,s,f,n,s,v
6889,s,f,n,s,v
6890,f,f,n,k,v
6891,s,f,n,k,v
6892,s,f,n,s,v
6893,f,f,n,k,v
6894,s,f,n,s,v
6895,s,f,n,s,v
6896,s,f,n,s,v
6897,f,f,n,s,v
6898,y,f,n,k,v
6899,y,f,n,k,v
6900,f,f,n,k,v
6901,n,a,b,s,v
6902,y,f,n,k,v
6903,y,f,n,s,v
6904,f,f,n,k,v
6905,n,f,b,s,y
6906,n,a,b,s,c
6907,n,f,b,s,n
6908,n,f,b,s,s
6909,s,f,n,s,v
6910,f,f,n,s,v
6911,n,a,b,s,c
6912,s,f,n,k,v
6913,n,f,n,y,c
6914,f,f,n,k,v
6915,n,f,b,k,n
6916,f,f,n,s,v
6917,s,f,n,s,v
6918,s,f,n,k,v
6919,y,f,n,k,v
6920,s,f,n,k,v
6921,n,f,b,s,s
6922,s,f,n,s,v
6923,y,f,n,k,v
6924,f,f,n,k,v
6925,n,f,b,k,n
6926,s,f,n,k,v
6927,y,f,n,s,v
6928,n,a,b,s,c
6929,n,f,b,s,y
6930,y,f,n,k,v
6931,y,f,n,k,v
6932,s,f,n,s,v
6933,n,f,b,s,n
6934,f,f,n,k,v
6935,y,f,n,k,v
6936,y,f,n,k,v
6937,f,f,n,s,v
6938,n,f,b,s,s
6939,n,f,b,s,n
6940,y,f,n,k,v
6941,y,f,n,s,v
6942,n,f,b,s,v
6943,s,f,n,s,v
6944,y,f,n,s,v
6945,s,f,n,s,v
6946,m,a,b,k,c
6947,f,f,n,s,v
6948,s,f,n,s,v
6949,s,f,n,s,v
6950,f,f,n,k,v
6951,f,f,n,s,v
6952,f,f,n,s,v
6953,n,f,b,s,s
6954,s,f,n,k,v
6955,f,f,n,s,v
6956,y,f,n,s,v
6957,s,f,n,k,v
6958,s,f,n,s,v
6959,n,f,b,s,s
6960,f,f,n,s,v
6961,s,f,n,k,v
6962,s,f,n,k,v
6963,s,f,n,s,v
6964,y,f,n,k,v
6965,s,f,n,s,v
6966,y,f,n,k,v
6967,f,f,n,s,v
6968,n,f,b,y,y
6969,f,f,n,s,v
6970,f,f,n,k,v
6971,n,f,b,y,y
6972,f,f,n,k,v
6973,y,f,n,s,v
6974,s,f,n,k,v
6975,s,f,n,s,v
6976,n,f,b,s,s
6977,f,f,n,k,v
6978,y,f,n,s,v
6979,f,f,n,k,v
6980,f,f,n,k,v
6981,y,f,n,k,v
6982,f,f,n,k,v
6983,s,f,n,k,v
6984,f,f,n,k,v
6985,n,f,b,y,y
6986,y,f,n,k,v
6987,f,f,n,s,v
6988,f,f,n,k,v
6989,s,f,n,s,v
6990,n,a,b,s,c
6991,n,f,b,k,n
6992,m,f,b,k,c
6993,y,f,n,k,v
6994,y,f,n,k,v
6995,n,a,b,s,c
6996,s,f,n,k,v
6997,s,f,n,s,v
6998,n,f,b,k,s
6999,n,f,b,s,s
7000,n,a,b,s,v
7001,s,f,n,s,v
7002,s,f,n,k,v
7003,s,f,n,k,v
7004,n,f,b,k,s
7005,n,f,b,k,n
7006,n,f,b,k,s
7007,f,f,n,k,v
7008,s,f,n,s,v
7009,n,f,b,s,s
7010,n,f,b,s,s
7011,f,f,n,s,v
7012,n,f,b,s,s
7013,s,f,n,s,v
7014,f,f,n,s,v
7015,f,f,n,s,v
7016,n,f,b,s,s
7017,n,f,b,s,n
7018,y,f,n,s,v
7019,f,f,n,s,v
7020,n,f,b,k,s
7021,n,f,b,k,n
7022,s,f,n,k,v
7023,n,f,b,s,v
7024,y,f,n,k,v
7025,y,f,n,s,v
7026,n,a,b,s,c
7027,n,a,b,s,c
7028,s,f,n,k,v
7029,y,f,n,k,v
7030,s,f,n,k,v
7031,y,f,n,k,v
7032,y,f,n,s,v
7033,n,f,b,k,n
7034,n,a,b,s,c
7035,m,f,b,k,c
7036,n,f,b,s,s
7037,n,a,b,s,v
7038,n,a,b,s,v
7039,s,f,n,k,v
7040,n,f,b,s,n
7041,n,f,b,k,s
7042,n,a,b,s,v
7043,y,f,n,k,v
7044,s,f,n,k,v
7045,s,f,n,k,v
7046,y,f,n,k,v
7047,n,f,b,s,n
7048,s,f,n,k,v
7049,s,f,n,k,v
7050,s,f,n,k,v
7051,n,f,b,k,s
7052,n,a,b,s,c
7053,f,f,n,k,v
7054,s,f,n,k,v
7055,n,a,b,s,v
7056,y,f,n,k,v
7057,y,f,n,k,v
7058,s,f,n,s,v
7059,s,f,n,s,v
7060,s,f,n,s,v
7061,y,f,n,s,v
7062,s,f,n,s,v
7063,y,f,n,s,v
7064,n,f,b,s,y
7065,y,f,n,s,v
7066,m,a,b,k,c
7067,f,f,n,s,v
7068,n,f,b,k,s
7069,f,f,n,k,v
7070,y,f,n,k,v
7071,s,f,n,s,v
7072,y,f,n,s,v
7073,f,f,n,k,v
7074,n,f,b,s,y
7075,f,f,n,s,v
7076,f,f,n,s,v
7077,y,f,n,k,v
7078,y,f,n,k,v
7079,f,f,n,s,v
7080,n,a,b,s,c
7081,s,f,n,s,v
7082,s,f,n,s,v
7083,f,f,n,s,v
7084,s,f,n,k,v
7085,f,f,n,k,v
7086,y,f,n,s,v
7087,n,f,b,k,s
7088,s,f,n,k,v
7089,s,f,n,s,v
7090,n,f,b,s,n
7091,n,a,b,s,v
7092,m,f,b,k,c
7093,s,f,n,s,v
7094,f,f,n,k,v
7095,f,f,n,k,v
7096,y,f,n,s,v
7097,y,f,n,s,v
7098,y,f,n,s,v
7099,n,f,b,k,n
7100,f,f,n,k,v
7101,m,a,b,k,c
7102,s,f,n,k,v
7103,s,f,n,k,v
7104,n,f,b,s,s
7105,y,f,n,k,v
7106,y,f,n,s,v
7107,f,f,n,k,v
7108,y,f,n,k,v
7109,f,f,n,s,v
7110,f,f,n,k,v
7111,n,f,b,s,n
7112,m,a,b,k,c
7113,y,f,n,k,v
7114,f,f,n,s,v
7115,f,f,n,k,v
7116,s,f,n,k,v
7117,n,f,b,s,v
7118,y,f,n,k,v
7119,y,f,n,k,v
7120,n,f,b,k,n
7121,s,f,n,k,v
7122,y,f,n,s,v
7123,s,f,n,s,v
7124,n,f,b,s,n
7125,s,f,n,s,v
7126,s,f,n,k,v
7127,y,f,n,k,v
7128,f,f,n,s,v
7129,n,a,b,s,v
7130,y,f,n,k,v
7131,y,f,n,s,v
7132,y,f,n,s,v
7133,f,f,n,s,v
7134,n,a,b,s,v
7135,n,f,b,k,s
7136,n,a,b,s,v
7137,n,f,b,k,n
7138,y,f,n,s,v
7139,f,f,n,s,v
7140,s,f,n,k,v
7141,y,f,n,k,v
7142,n,f,b,k,n
7143,s,f,n,s,v
7144,n,f,b,s,n
7145,f,f,n,k,v
7146,f,f,n,s,v
7147,m,f,b,k,c
7148,s,f,n,s,v
7149,s,f,n,s,v
7150,s,f,n,k,v
7151,f,f,n,k,v
7152,f,f,n,k,v
7153,s,f,n,k,v
7154,n,f,b,k,s
7155,y,f,n,s,v
7156,y,f,n,k,v
7157,s,f,n,k,v
7158,y,f,n,k,v
7159,n,f,b,s,n
7160,s,f,n,s,v
7161,s,f,n,s,v
7162,s,f,n,s,v
7163,n,f,b,s,s
7164,y,f,n,k,v
7165,y,f,n,s,v
7166,y,f,n,s,v
7167,m,f,b,k,c
7168,n,f,b,k,s
7169,f,f,n,k,v
7170,f,f,n,s,v
7171,n,f,b,s,n
7172,f,f,n,k,v
7173,s,f,n,k,v
7174,n,a,b,s,c
7175,f,f,n,s,v
7176,s,f,n,k,v
7177,n,a,b,s,c
7178,f,f,n,k,v
7179,f,f,n,k,v
7180,s,f,n,k,v
7181,s,f,n,s,v
7182,n,f,b,s,y
7183,n,a,b,s,c
7184,n,f,b,k,n
7185,s,f,n,s,v
7186,n,f,b,s,n
7187,y,f,n,k,v
7188,s,f,n,s,v
7189,n,a,b,s,c
7190,y,f,n,k,v
7191,f,f,n,k,v
7192,y,f,n,k,v
7193,s,f,n,s,v
7194,s,f,n,k,v
7195,f,f,n,k,v
7196,n,f,b,y,y
7197,f,f,n,s,v
7198,s,f,n,k,v
7199,y,f,n,s,v
7200,f,f,n,k,v
7201,n,f,b,s,n
7202,f,f,n,s,v
7203,n,f,b,k,s
7204,y,f,n,k,v
7205,n,f,b,k,n
7206,n,a,b,s,c
7207,f,f,n,k,v
7208,f,f,n,s,v
7209,n,f,b,k,n
7210,y,f,n,s,v
7211,s,f,n,s,v
7212,n,f,b,k,n
7213,f,f,n,k,v
7214,f,f,n,k,v
7215,f,f,n,k,v
7216,s,f,n,k,v
7217,s,f,n,s,v
7218,n,f,b,k,n
7219,f,f,n,k,v
7220,f,f,n,s,v
7221,n,f,b,s,n
7222,n,a,b,s,v
7223,n,f,b,k,n
7224,s,f,n,k,v
7225,f,f,n,s,v
7226,s,f,n,s,v
7227,n,f,b,k,s
7228,s,f,n,k,v
7229,n,a,b,s,v
7230,n,f,b,k,n
7231,m,f,b,k,c
7232,n,f,b,k,s
7233,y,f,n,s,v
7234,n,a,b,s,c
7235,n,f,b,k,n
7236,n,a,b,s,c
7237,n,f,b,k,n
7238,f,f,n,k,v
7239,y,f,n,s,v
7240,n,a,b,s,c
7241,y,f,n,k,v
7242,y,f,n,s,v
7243,y,f,n,s,v
7244,s,f,n,s,v
7245,n,a,b,s,v
7246,n,f,b,k,s
7247,n,a,b,s,c
7248,s,f,n,k,v
7249,s,f,n,s,v
7250,y,f,n,k,v
7251,y,f,n,s,v
7252,n,a,b,s,c
7253,y,f,n,s,v
7254,n,a,b,s,v
7255,y,f,n,k,v
7256,n,f,b,s,s
7257,f,f,n,s,v
7258,f,f,n,k,v
7259,n,f,b,s,s
7260,y,f,n,k,v
7261,n,f,b,s,n
7262,f,f,n,s,v
7263,f,f,n,s,v
7264,n,f,b,k,n
7265,s,f,n,k,v
7266,m,a,b,k,c
7267,n,f,b,s,n
7268,y,f,n,k,v
7269,s,f,n,k,v
7270,y,f,n,k,v
7271,n,f,b,s,n
7272,n,f,b,s,s
7273,s,f,n,s,v
7274,n,f,b,s,n
7275,f,f,n,s,v
7276,y,f,n,s,v
7277,n,f,b,k,s
7278,y,f,n,k,v
7279,n,f,b,k,s
7280,y,f,n,s,v
7281,n,f,b,s,n
7282,n,a,b,s,v
7283,s,f,n,k,v
7284,f,f,n,s,v
7285,n,f,b,s,n
7286,m,a,b,k,c
7287,y,f,n,k,v
7288,f,f,n,k,v
7289,y,f,n,s,v
7290,f,f,n,s,v
7291,n,a,b,s,c
7292,f,f,n,k,v
7293,n,f,b,y,y
7294,n,f,b,s,n
7295,y,f,n,k,v
7296,n,f,n,y,c
7297,y,f,n,s,v
7298,s,f,n,k,v
7299,s,f,n,s,v
7300,n,a,b,s,c
7301,n,f,b,s,y
7302,n,f,b,k,n
7303,s,f,n,s,v
7304,s,f,n,k,v
7305,s,f,n,s,v
7306,n,f,b,k,n
7307,n,a,b,s,c
7308,y,f,n,k,v
7309,f,f,n,s,v
7310,n,f,b,k,s
7311,y,f,n,s,v
7312,n,f,b,s,s
7313,y,f,n,s,v
7314,s,f,n,s,v
7315,n,f,b,k,n
7316,n,f,b,s,n
7317,f,f,n,k,v
7318,f,f,n,k,v
7319,s,f,n,k,v
7320,n,f,b,k,n
7321,f,f,n,s,v
7322,y,f,n,k,v
7323,f,f,n,s,v
7324,m,f,b,k,c
7325,f,f,n,k,v
7326,n,a,b,s,c
7327,f,f,n,s,v
7328,n,a,b,s,v
7329,n,f,b,s,n
7330,n,f,b,s,n
7331,s,f,n,k,v
7332,y,f,n,k,v
7333,f,f,n,s,v
7334,y,f,n,k,v
7335,n,f,b,s,s
7336,n,f,b,s,n
7337,m,f,b,k,c
7338,f,f,n,s,v
7339,f,f,n,s,v
7340,y,f,n,s,v
7341,s,f,n,s,v
7342,s,f,n,k,v
7343,m,f,b,k,c
7344,s,f,n,s,v
7345,n,f,b,s,n
7346,y,f,n,k,v
7347,n,f,b,s,s
7348,f,f,n,s,v
7349,y,f,n,k,v
7350,n,f,b,k,s
7351,n,f,b,s,s
7352,y,f,n,k,v
7353,n,a,b,s,c
7354,n,f,b,s,y
7355,n,f,b,s,n
7356,s,f,n,s,v
7357,f,f,n,k,v
7358,f,f,n,s,v
7359,n,f,b,s,n
7360,n,f,b,k,s
7361,n,f,b,s,y
7362,n,f,b,s,s
7363,y,f,n,s,v
7364,y,f,n,s,v
7365,y,f,n,s,v
7366,f,f,n,s,v
7367,n,a,b,s,c
7368,n,f,n,y,c
7369,m,a,b,k,c
7370,y,f,n,s,v
7371,n,f,b,s,v
7372,s,f,n,s,v
7373,n,f,b,s,n
7374,n,f,b,s,s
7375,f,f,n,k,v
7376,n,a,b,s,v
7377,n,a,b,s,v
7378,n,f,b,s,y
7379,n,f,b,s,s
7380,y,f,n,k,v
7381,f,f,n,s,v
7382,s,f,n,k,v
7383,y,f,n,k,v
7384,f,f,n,k,v
7385,y,f,n,k,v
7386,n,f,b,k,n
7387,m,f,b,k,c
7388,y,f,n,s,v
7389,n,a,b,s,v
7390,f,f,n,s,v
7391,n,f,b,k,s
7392,n,f,b,k,s
7393,s,f,n,s,v
7394,y,f,n,s,v
7395,f,f,n,s,v
7396,f,f,n,s,v
7397,s,f,n,k,v
7398,y,f,n,s,v
7399,n,f,b,k,s
7400,y,f,n,s,v
7401,n,f,b,s,s
7402,n,f,n,y,c
7403,s,f,n,s,v
7404,y,f,n,k,v
7405,n,f,b,s,s
7406,n,a,b,s,v
7407,y,f,n,s,v
7408,n,a,b,s,c
7409,y,f,n,s,v
7410,f,f,n,k,v
7411,y,f,n,s,v
7412,n,f,b,s,s
7413,n,a,b,s,c
7414,n,a,b,s,v
7415,f,f,n,s,v
7416,n,f,b,s,v
7417,n,f,b,k,s
7418,s,f,n,k,v
7419,n,f,b,k,n
7420,f,f,n,k,v
7421,y,f,n,s,v
7422,s,f,n,s,v
7423,n,f,b,s,y
7424,f,f,n,k,v
7425,f,f,n,s,v
7426,n,a,b,s,c
7427,f,f,n,k,v
7428,y,f,n,k,v
7429,y,f,n,k,v
7430,s,f,n,s,v
7431,f,f,n,k,v
7432,s,f,n,k,v
7433,n,a,b,s,c
7434,s,f,n,k,v
7435,n,f,b,s,s
7436,s,f,n,s,v
7437,y,f,n,s,v
7438,n,a,b,s,v
7439,s,f,n,s,v
7440,n,f,b,s,s
7441,n,a,b,s,v
7442,s,f,n,s,v
7443,s,f,n,s,v
7444,n,f,b,s,y
7445,n,f,b,s,n
7446,n,f,b,k,n
7447,n,a,b,s,c
7448,s,f,n,k,v
7449,y,f,n,s,v
7450,n,f,b,y,y
7451,n,f,b,k,s
7452,f,f,n,k,v
7453,f,f,n,s,v
7454,f,f,n,s,v
7455,f,f,n,s,v
7456,n,a,b,s,v
7457,f,f,n,s,v
7458,s,f,n,s,v
7459,f,f,n,s,v
7460,n,a,b,s,c
7461,n,f,b,k,n
7462,s,f,n,s,v
7463,f,f,n,s,v
7464,n,f,b,s,s
7465,s,f,n,k,v
7466,s,f,n,k,v
7467,y,f,n,s,v
7468,n,a,b,s,c
7469,n,f,b,s,s
7470,m,a,b,k,c
7471,f,f,n,k,v
7472,f,f,n,k,v
7473,y,f,n,s,v
7474,f,f,n,k,v
7475,s,f,n,k,v
7476,s,f,n,s,v
7477,y,f,n,k,v
7478,s,f,n,s,v
7479,y,f,n,s,v
7480,n,f,b,k,s
7481,m,a,b,k,c
7482,n,f,b,s,v
7483,y,f,n,k,v
7484,n,f,n,y,c
7485,s,f,n,k,v
7486,m,a,b,k,c
7487,n,f,b,s,n
7488,y,f,n,s,v
7489,s,f,n,k,v
7490,y,f,n,s,v
7491,n,a,b,s,c
7492,s,f,n,s,v
7493,f,f,n,k,v
7494,s,f,n,k,v
7495,s,f,n,s,v
7496,s,f,n,k,v
7497,s,f,n,s,v
7498,y,f,n,s,v
7499,n,f,b,k,s
7500,n,f,b,s,s
7501,n,f,b,k,s
7502,s,f,n,k,v
7503,f,f,n,k,v
7504,y,f,n,s,v
7505,f,f,n,s,v
7506,y,f,n,k,v
7507,f,f,n,k,v
7508,y,f,n,s,v
7509,y,f,n,s,v
7510,s,f,n,s,v
7511,n,a,b,s,c
7512,s,f,n,s,v
7513,s,f,n,k,v
7514,n,f,b,k,n
7515,n,f,b,s,n
7516,s,f,n,s,v
7517,n,a,b,s,c
7518,s,f,n,k,v
7519,s,f,n,s,v
7520,s,f,n,s,v
7521,s,f,n,k,v
7522,f,f,n,k,v
7523,n,a,b,s,c
7524,n,a,b,s,c
7525,n,f,b,k,s
7526,y,f,n,k,v
7527,n,a,b,s,c
7528,s,f,n,k,v
7529,n,f,b,k,s
7530,n,f,b,k,n
7531,s,f,n,k,v
7532,n,a,b,s,c
7533,n,f,b,s,n
7534,n,f,b,y,y
7535,n,f,b,s,s
7536,n,f,b,k,n
7537,m,f,b,k,c
7538,n,a,b,s,c
7539,y,f,n,s,v
7540,s,f,n,s,v
7541,n,f,b,k,n
7542,n,f,b,k,s
7543,n,f,b,k,s
7544,n,a,b,s,v
7545,f,f,n,s,v
7546,s,f,n,k,v
7547,s,f,n,s,v
7548,n,a,b,s,v
7549,n,f,b,s,v
7550,f,f,n,k,v
7551,n,f,b,k,s
7552,y,f,n,s,v
7553,n,f,b,k,s
7554,s,f,n,s,v
7555,s,f,n,s,v
7556,n,a,b,s,c
7557,y,f,n,k,v
7558,f,f,n,k,v
7559,n,a,b,s,v
7560,n,f,b,k,n
7561,n,f,b,k,n
7562,n,a,b,s,v
7563,y,f,n,s,v
7564,y,f,n,k,v
7565,n,f,b,s,s
7566,y,f,n,k,v
7567,n,f,b,s,s
7568,s,f,n,k,v
7569,f,f,n,s,v
7570,s,f,n,k,v
7571,n,f,b,y,y
7572,y,f,n,k,v
7573,y,f,n,k,v
7574,n,f,b,s,s
7575,s,f,n,k,v
7576,f,f,n,k,v
7577,n,f,b,k,n
7578,f,f,n,s,v
7579,y,f,n,s,v
7580,s,f,n,k,v
7581,y,f,n,s,v
7582,n,f,b,s,n
7583,y,f,n,k,v
7584,s,f,n,k,v
7585,n,f,b,k,s
7586,n,f,b,s,n
7587,n,f,b,k,s
7588,s,f,n,s,v
7589,y,f,n,s,v
7590,y,f,n,k,v
7591,n,f,b,s,s
7592,f,f,n,s,v
7593,s,f,n,k,v
